Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1Name,Agent1Number,Agent2Name,Agent2Number,PropertyId,Pictures,Url
"2 Allure Court, Glen Waverley, Vic 3150","$1,450,000 - $1,590,000",4,2,725m²,2,"In a peaceful cul-de-sac in the hills of the Jells Park neighborhood, this effortless single level home is fit for family. On 725sqm approx, this brilliant residence has been tastefully updated as well as being wrapped in its own yard with joyful spaces for you to spill onto for every occasion.,Centered within sprawling gardens that connect to the living zones of the home providing scope for every mood and event - entertain under the pergola, take a splash in the pool, let the kids run around in the grassed yard or bask in the sun in the private side yard. Step in and find a generous lounge lined with well-chosen wood floors that feel solid underfoot. A timelessly updated kitchen with island bench (gas cooking and dishwasher) overlooking a bright dining room. Also features a well-separated master suite with walk in robe and sparkling ensuite with floor to ceiling tiles while three bedrooms are served by a matching family bathroom. Also benefits from the modern comfort and ease of ducted heating, evaporative cooling and a double auto garage. ,In a pocket that's surrounded by family friendly amenities including the expansive grounds of Jells Park, the newly updated Wellesley Road playspace or the duck pond of Monash Gallery overlooked by the library. Also close to Jells Road village including Woolworths, the Big Watermelon for fresh vegetables, the Glen Shopping Centre, train station, Mountview Primary School, Brentwood Secondary College and Caulfield Grammar.",Ming Xu,04006556...,Jing Chen,04762778...,144156924,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e50b7ac5a5c9065162d4383480550c22c21e7adbd63cb3fad5c1aade6a3e247d/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6f039811ab57c0d62072a7020c9ba713a3410cdbf61e013dfe1d7ded7b8cd902/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6f039811ab57c0d62072a7020c9ba713a3410cdbf61e013dfe1d7ded7b8cd902/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/278b13d27dd374ece6142ecfcaf1fff3fba7e6651f9f9474e22c565fc022f832/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ce464792ae77ed6def9bff1fea1f498e86b9768dd770f252624e74807e166f1b/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144156924
"109 Springvale Road, Glen Waverley, Vic 3150","$900,000 to $990,000",3,1,450m²,2,"Offering an elevated position on a generous corner lot; this desirable single-storey home that boast three bedrooms with built-in robes is the epitome of family-friendly living. Set on approx. 450sqm and located so close to elite schools as well as the iconic The Glen Shopping Centre, this desirable residence ensures convenience and offers great privacy from the street. ,Step inside to discover Tasmanian Oak floorboards that span the light-filled northern eastern-facing lounge, living, meals, and kitchen areas; that is separated by elegant French doors that exude a sense of space and versatility - ideal for both everyday living and entertaining whilst providing warmth and inviting ambiance for relaxation and gatherings. ,The kitchen, adorned with exquisite Caesarstone and 2Pac cabinetry finish, offers ample bench space and is equipped with Asko and Blanco 900mm oven/gas stainless steel appliances, making meal preparation a delight. Overlooking a private backyard adorned with vibrant flora, this culinary haven is a place where every cooking session transforms into a joyous culinary adventure.,You could also venture outdoors to your own low-maintenance landscaped backyard from the two bedrooms whilst enjoying outdoor living all year round. Also, make the most of a pristine family bathroom with a separate toilet, Daikin A/C unit in the lounge room and two bedrooms, laundry, great drying courtyard area off laundry, security door, rainwater tank, double carport with side gate access to the courtyard and a large shed for storage. ,Zoned for Highvale Secondary College and Highvale Primary School (STSA), you're also located so close to Highview Park, Larpent Reserve, Glen Waverley North Reserve, Wesley College, Vermont South Shopping Centre, Burwood One, Kingsway shops, buses, Glen Waverley Station, and Eastlink.",Katherine Yu,04033016...,,,144299468,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c573c35d4007fba7b75bc62c21322c2a56bcca0087b1b2be7bc4b429130d59aa/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c573c35d4007fba7b75bc62c21322c2a56bcca0087b1b2be7bc4b429130d59aa/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/dadafe17178fdd5af5255c2a63fe88ca50fb252c9795cf76162547745169b7a3/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/7f6ded9158fa8f8f6e3bdd55c1a30425a14930945272785829a347f503565a97/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/06bb32664e9fc4b55d7af7e3563ce0e46043973d1ad585e2db59988b136a00a2/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144299468
"19 Mavista Avenue, Glen Waverley, Vic 3150","$1,480,000 - $1,580,000",4,2,708m²,3,"Naturally bright and wonderfully welcoming, this single level home captures a substantial design that's ideal for family life and effortless entertaining with prized placement in two sought-after school catchments (STSA). Occupying a level 708sqm approx. allotment and 45.7m approx. frontage, the home's inviting porch precedes the interior that unfolds to reveal a generous lounge room with floating floorboards and adjacent dining room that's soaked in northerly sunshine. The open plan kitchen, meals and family room benefits from the quality appointments of a Bosch dishwasher, Sacon gas stove, Robam oven and newly tiled splashback, while sliding doors take you out to an alfresco entertaining zone, low-maintenance yard and gazebo with spa and built-in BBQ. Ready to suit the growing family, the four bedrooms are all carpeted for comfort and include a master bedroom with mirrored robes and ensuite, supplemented by a family bathroom with toilet and full-sized laundry. Comfortably appointed with updated ducted heating and evaporative cooling units, air conditioning, paved caravan parking space in front yard plus a triple garage with attached workshop. Impressively situated only meters from Glendal Primary, near Highvale Secondary, Wesley College, The Glen Shopping Centre, buses, Glen Waverley Station, Glen Waverley North Reserve plus EastLink and Monash Freeway. ,Photo ID required at all open for inspections.",Dennis Bao,04225912...,Alan Zhang,04022000...,144573144,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1e73dfb11275bf9ecb78b08f49da283296317abc7cb57fc0b9dabef0759c69bb/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/701455181c9b1173c078059e63e1aae85f576db843ad56a0d6b5766a1fcb02d3/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/701455181c9b1173c078059e63e1aae85f576db843ad56a0d6b5766a1fcb02d3/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8f843ba920abcbd83d3308e5eba5ea6eb6dd18e3d2dff102bdb66937c4322d0c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/7497be3b715c9814d010541c21027d735a36e84a5879dd720d5a5543993abc84/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144573144
"211/25 Osullivan Road, Glen Waverley, Vic 3150","$740,000 - $760,000",2,2,,1,"Welcome to ""Sky Gardens,"" where luxury living harmoniously blends with the enchantment of city vistas and unforgettable urban experiences. This two-bedroom, two-bathroom apartment transcends mere residence; it's an everyday experience that will leave you in awe.,Nestled in the heart of Glen Waverley, ""Sky Gardens"" offers seamless access to premium retail and entertainment options, solidifying its status as a coveted landmark address. Conveniently within walking distance to train and bus stops, enhancing your mobility.,""Sky Gardens"" resides within the highly sought-after Glen Waverley Secondary School Zone (STSA) and Glen Waverley Primary School Zone, ensuring your family enjoys access to top-tier education.,Beyond its educational advantages, ""Sky Gardens"" boasts a wealth of amenities, including a sprawling 4,000sqm garden area, an indoor swimming pool, a fully-equipped gym, meticulously landscaped communal spaces, and more. Here, luxury seamlessly melds with grandeur, crafting an extraordinary living experience.,This sophisticated two-bedroom, two-bathroom apartment features an outstanding approximately 44sqm terrace, perfect for outdoor entertaining or relaxing in the fresh air.,Additional features include:,• Premium Fixtures and Fittings,• Sumptuous Timber Flooring,• High-End Miele Appliances,• Expansive Living Areas,• Luxurious Master Bedroom with Ensuite,• Energy-Efficient Double-Glazed Windows,• Secure Dedicated Car Space,• Thoughtful and Convenient Storage Solutions,• Split System Unit for Personalized Comfort,• Convenient European Laundry Facilities,""Sky Gardens"" is more than just a home; it's a lifestyle where every detail has been meticulously crafted to offer you the best in contemporary living.,Contact Ivan U, the Sky Garden specialist, for a private inspection to embark on this unparalleled living experience! ",Ivan U,04323593...,,,144302012,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/a9d65a850d1b048e6ea7921fc1a56f2452f74edeb44bbfd7d90356ffcc741783/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/58c8e1b4d04b570a62bc478023008089b07b87aa1df4c4b6bc1b4044c7e671ef/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/58c8e1b4d04b570a62bc478023008089b07b87aa1df4c4b6bc1b4044c7e671ef/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6e07970b6721578685632015222c523d14e1d007739263f8098093f5ac41ff76/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/99c36c90660dc9d7c9776779be52e69dfada6ee69934f1a63db7290d65f80648/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-144302012
"2/33 Tobias Avenue, Glen Waverley, Vic 3150","$1,580,000 to $1,680,000",4,4,,2,"Indulging your good taste with seductively stylish appointments and spacious proportions, this brand-new, family-sized townhouse promotes practical family living with its sleek low-maintenance design and premier position within the admired Brentwood Secondary zone (STSA).,Instantly fashionable with an open plan essence, the home has been crafted for an easy lifestyle with the living, dining and kitchen domain impressively appointed with stone benchtops, stone splashbacks, soft close cabinetry, Miele appliances (900mm gas cooktop and oven), integrated Miele dishwasher plus a breakfast bench adorned with waterfall ends.,Linking the indoors with the outside, sliding doors extend onto a splendid entertainer's deck that's perfect for outdoor dining, accompanied alongside by a delightful lawn area.,Desirably placed on the ground floor, the guest/4th bedroom boasts a walk-through-robe to ensuite and sliding doors opening out to the side of the home, supplemented by a powder room and laundry. Whereas the upper level comprises the three remaining robed bedrooms, two featuring built-in-robes and ensuites, plus the master bedroom with fitted walk-in-robe and twin vanity ensuite.,Packed with a selection of thoughtful extras such as high ceilings, keyless entry, split system heating/air conditioning, LED downlights, water tank, garden shed plus a double garage with internal access.,Magnificently situated in the Brentwood Secondary College zone, close to Caulfield Grammar, Glen Waverley South Primary, Jells Park, The Glen Shopping Centre, Glen Waverley Train Station plus Monash and Eastlink Freeways.",Brandon Chuah,04339891...,,,143899220,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/394a64ee052f92663e9747f652aa88b945c4a613ab78205c52c659867f349501/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/394a64ee052f92663e9747f652aa88b945c4a613ab78205c52c659867f349501/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2326d1a998fc246855d1d1f19226f4c16710026906ecf65afe3c0fd95e119a5e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/91e60a6a53ebef62e5cd58cc1ce2f469dad19593b89f67d39822c104433fa044/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6082ddddab54776ab6c24a391965f348543752adff2626823f73e27cc06e5887/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-143899220
"1/9 Chivers Avenue, Glen Waverley, Vic 3150","$850,000 - $900,000",2,1,440m²,2,"It's with great pleasure that First National JXRE present this single level unit. Infused with sunshine and stylish appointments, this single level residence presents an affordable option for first homebuyers, downsizers and investors keen to secure a lifestyle abode in the sought-after Pinewood Primary and Brentwood Secondary zones. ,Perfect for those considering starting a family, the home's layout provides plenty of indoor and outdoor space with the layout embracing two good-sized bedrooms, each with built-in-robes and serviced by a dual vanity bathroom with toilet and separate 2nd toilet. ,Large windows ensure the lounge room remains bright throughout the day, while the meals zone connects through to the kitchen complete with an upright oven/stove plus ample bench and storage space. ,Further complemented by a good-sized backyard where children and pets can play, split system heating/air-conditioning, easy-care flooring plus a single garage and driveway parking space. ,Walking distance to Pinewood Primary, Pinewood Shopping Village, Notting Hill/Pinewood Tennis Club, Janice Road Reserve and buses, whilst close to Monash Uni and Monash Freeway. ,*Photo ID required at all First National JXRE open for inspections and auctions. First National JXRE may refuse to provide further information on the property should you prefer not to disclose your full contact information including phone number. Please note that properties listed for auction may be sold prior,Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospect purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquiries and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs.,http://www.consumer.vic.gov.au/duediligencechecklist",Ethan He,04775883...,John Mu,04337681...,143711104,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e9535690067a6567c1fbd89c357d260f36ac4e72e4740e33a265fff50d1d96ce/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e9535690067a6567c1fbd89c357d260f36ac4e72e4740e33a265fff50d1d96ce/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/894fce66d29492b41b01251d74d4da800791b7ce35153e3b4fd2e7bd5f84bbd8/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0f0ca62b013dcf144a06228a5089ef89b5eec341441c05148221a5b83e42256c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/b887629e8d226e9ef1514c56c40b10ecef6d1408f21ed71121345eb97868946a/image.jpg",https://www.realestate.com.au/property-unit-vic-glen+waverley-143711104
"726 High Street Road, Glen Waverley, Vic 3150","$2,600,000 - $2,860,000",5,4,714m²,2,"Elevating the concept of upscale living to unprecedented heights, this 5 bedroom, 4 bathroom contemporary residence radiates opulence and refinement through its impeccable design, meticulous attention to detail and multi-zoned layout. Crafted to offer an executive lifestyle, grand double doors and an impressive entry foyer welcome a formal lounge and sitting room, flowing through to a vast open-plan living/dining area with gas pebble fireplace and seamless connection to an enclosed alfresco. The state-of-the-art kitchen is luxuriously appointed with quality Neff appliances, stone surfaces, island bench and Butler’s kitchen – sure to create a sensational culinary experience. Further attributes include keyless entry, theatre room, lavish master suite with twin spa ensuite, powder room, upper-level retreat and living room opening to a sunny balcony, alarm, heating/AC, ducted vacuum, auto entry gate, huge double garage and ample off street parking. Located in a premier pocket within the Glen Waverley Primary and GWSC catchments, a walk to The Glen, Kingsway, train station, Wesley College and parklands.",Jared Wei,04132608...,Sue Li,04995564...,144581120,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/15a99c50b831781c07051d87587fed5e4d47b35347082d3f02fa7a27ea0bca81/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/59626abbe0966600677e682d2edb04ea0a2d9bcb844c9574b1a2a9b24dfb8411/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/59626abbe0966600677e682d2edb04ea0a2d9bcb844c9574b1a2a9b24dfb8411/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2abac82b4dad77b33e17a3440b0cc98b7424461d31bb01c6bce0cfa16cf13f9c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/277103d622acaec90856038f2f88a6cb3be1b2bbc282fcb511e1f1a1eacbd059/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144581120
"36 Brentwood Drive, Glen Waverley, Vic 3150","$1,680,000",4,2,664m²,2,"Embrace a life of ultimate convenience with this tastefully updated home, situated within a stroll of highly regarded local schools and popular Brentwood Reserve.,Nestled in a tranquil tree-lined enclave, this expansive double storey residence impresses instantly with its sizeable 663m2 (approx.) corner block, opening to reveal freshly painted interiors with new timber flooring and soft plush carpet.,Awash with natural light, the flowing lower level introduces a calming living room for cosy TV evenings, merging seamlessly with a spacious dining area and versatile sitting zone.,Gazing out to the covered entertainers' deck, glistening pool and established easycare yard, the country-style kitchen is perfectly placed with sparkling stone benchtops and quality appliances.,Of the four generous bedrooms, three are located downstairs with easy access to the elegant family bathroom, which has been transformed with a chic freestanding bath, frameless shower and glossy floor-to-ceiling tiles.,The primary bedroom savours the peace and privacy of its own exclusive floor, promising a serene hideaway for busy parents with its walk-in robe, flexible study space and stylish ensuite.,Boosting comfort levels, finishing touches comprise ducted heating and split-system air conditioning, plus mirrored built-in robes, a single garage and carport.,When it comes to desirable locations, this coveted pocket of Glen Waverley is sought-after due to its exceptional convenience, placing its residents within walking distance of Glen Waverley South Primary School, Brentwood Secondary College and Brandon Park Shopping Centre.,It's also moments from prestigious private schools such as Caulfield Grammar, while close to The Glen, Glen Waverley Station and the Monash Freeway.,This impressive move-in ready home is a perfect find for buyers seeking modern comfort within easy access of all amenities.",Anna Du,04394179...,Jackie Chen,04337229...,144302064,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/fb609902105fb1b02017aa0ee9ead3af7d39e3decc0cb4d6d14ca55cb232cd40/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0d6e453045b641c7a4111d0ace86cb85b22274899116286c79e3a2fd185c20fe/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0d6e453045b641c7a4111d0ace86cb85b22274899116286c79e3a2fd185c20fe/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0c4dda27016ca9297f03e47888fdcefe9b108ff63cc82d602f60913292bda3bb/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d1cdd403fc3d453e75abe695d4b1302946bcd4446f04e852172fbde131e22ba5/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144302064
"90 Windella Crescent, Glen Waverley, Vic 3150","$3,580,000 - $3,800,000",5,4,527m²,2,"Epitomizing regal elegance in the coveted Brentwood Secondary Zone, this architecturally inspired, brand-new mansion is flooded with natural light and flaunts the finest level of finishes with prominent placement upon its corner 656sqm approx. allotment. Embracing 5-bedrooms, 4-bathrooms, 2-powder rooms, study, formal lounge, family retreat, rumpus room, stone/Miele kitchen with butler’s pantry, dining, family room, alfresco zone and landscaped backyard. Featuring high ceilings, zoned ducted heating/refrigerated air conditioning, designer Clipsal switches, alarm, video intercom, CCTV cameras, water tank plus a double garage with internal access. A stately home in a superb location, close to Glen Waverley South Primary, Brentwood Secondary, Monash Uni, Brandon Park Shopping Centre, transport options, Monash Aquatic Centre, parks and Monash Freeway. ,Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. The fixtures, fittings, appliances and services have not been tested and no guarantee as to their functionality or efficiency can be provided. Distances and timings are approximate. Prospect purchasers should independently verify the information contained in this document and refer to the due diligence check-list provided by consumer affairs. Click on the link for a copy of the due diligence check-list: http://www.consumer.vic.gov.au/duediligencechecklist,    ",Eric Li,04156899...,Maggie Yang,04222285...,144301468,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/737fe6345b11b1c432ba0edbd368896d0f91f16073f2d4c0b8b1a30c659feb2d/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/672f57b9193d8d7b135980955304b52cab982033b0e8bb367748a08157770220/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/672f57b9193d8d7b135980955304b52cab982033b0e8bb367748a08157770220/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/7e29137d7dbecaa3c32bc43f5c91efd31507a7857ad8d8c33ca9ef0c2959b71e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/557cd173aecfaf3fb2e5495cfd4ba94be4d3175171a69b61a073b3eae86410c2/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144301468
"2 Kerferd Road, Glen Waverley, Vic 3150","$1,450,000 - $1,550,000",5,2,808m²,2,"Instantly appealing for its stylishly renovated interiors, warm ambience and generous outdoor dimensions (808sqm approx), this inviting home is ready for immediate family enjoyment with plenty of space and potential to redevelop in the future if desired (STCA). Platinum presentation and timber floors welcome a light-filled living/dining domain, accompanied by a well-appointed stone kitchen and huge family room. 4 robed bedrooms are conveniently placed on both levels and serviced by 2 stunning bathrooms, while ducted heating, split system AC, under stair storage, study/5th bedroom huge backyard, double garage and off street parking add further comfort. Enjoy as is, or seize the reins and shape your future to build a luxurious new home or multiple townhouses (STCA), minutes to Brentwood Secondary College, Glen Waverley South Primary, Monash Uni, Brandon Park Shopping Centre, The Glen, public transport and Monash/EastLink Freeways.",Tori Liu,04304798...,Calvin Huang,04336257...,144579744,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/cfad03296c58462d84120c2dc5d99d27c1037c90d72f82eca4831425465b6d69/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3ff881a110206c08e43805769e30f90a66ca42a0611bc5e2528e705033e37e7c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3ff881a110206c08e43805769e30f90a66ca42a0611bc5e2528e705033e37e7c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ef4406001f4523970295605bfc212b09ee4aeec74457023fe1c272dedc90c78a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d4808fb248cf0d180bc2ff50b9af5dce977046bc00b0ec289b8479b4521ad537/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144579744
"3/12 Chivers Avenue, Glen Waverley, Vic 3150","$900,000 - $990,000",3,2,312m²,2,"Welcome to your perfect sanctuary, where comfort and convenience harmonize seamlessly. This townhouse presents an ideal living space, featuring a master bedroom downstairs and two additional bedrooms upstairs. Whether you're unwinding in the expansive living areas or hosting gatherings in the stylish kitchen, this residence offers a versatile and welcoming atmosphere for modern living.,Enjoy modern amenities including split system cooling and heating, a gas cooktop, and timber flooring in the ground floor living area. Brand new carpets adorn all bedrooms and the living area upstairs for added comfort. With only 3 units on the block, this property is situated at the rear for added privacy, with private access to a street/walking laneway leading to nearby Pinewood Tennis Club and Callaghan Reserve.,For families, rest assured knowing that top-ranking schools such as Brentwood Secondary College and Pinewood Primary School are within school zone, providing exceptional education opportunities for your children.,Discover the pinnacle of suburban living where every comfort is within your grasp. Don't let this opportunity pass you by - make this townhouse your new home, where convenience intertwines with luxury to create an unparalleled living experience.,Immerse yourself in the ease of suburban life with effortless access to major shopping centers, public transport hubs, and major highways. Explore the vibrant shopping scenes of Glen Waverley Shopping Center and Pinewood Shopping Center or hop on a train at Glen Waverley Train Station for convenient travel. With the M1 freeway nearby, adventures in and around Melbourne are within easy reach.",Jack Qi,04519785...,Effie Ma,04739877...,144583124,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/50cd87c398489c940258bef116d7dcd041112df109566c272d932d5db51b8b3d/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0c5cfd0d071811c8aca0618bbba162e334aa6fc7aca97c756e6f318a494382c5/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0c5cfd0d071811c8aca0618bbba162e334aa6fc7aca97c756e6f318a494382c5/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/7a85dc7c99ea4f167573d0cb500a2a4498fc8215c757ebb97baf0ffd59526dfa/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1ceba9bb00994a5100d77adb132762c35c0d06da23fac8a49ee34053b8111235/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144583124
"2/318-320 Blackburn Road, Glen Waverley, Vic 3150","$860,000",2,1,,1,"This well-maintained unit is bathed in natural light and stunning timber floorboards flow throughout. Nestled quietly at the rear of only 4 units on the block it is located within the esteemed Glen Waverley Secondary Zone (STSA).,Featuring 2 separate living areas including a generous lounge and dining room flowing through to an updated kitchen and meals area with a tranquil sunny outlook. The kitchen is enhanced by an abundance of cabinetry, a gas cooktop and electric oven.,Accommodation comprises of two spacious, robed bedrooms serviced by a well-appointed bathroom including a bathtub plus a separate toilet. Extra comforts include ceiling fans to bedrooms and living room, a sizeable separate laundry, lock up garage, a private courtyard and low maintenance garden surrounds.,Centrally located in a prime location with public transport at your doorstep and a short stroll to the train station and Syndal South Primary, with easy access to The Glen Shopping Centre, Century City Entertainment centre, Wesley College, Huntingtower School, Valley Reserve, walking tracks and Monash and Eastlink Freeways.",Frankie Jayne,04393284...,Robert Namour,03980304...,143569024,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/34292168260fb2c1887bced340909061f6310eb381874b0034942ad1e2036f5a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/34292168260fb2c1887bced340909061f6310eb381874b0034942ad1e2036f5a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4fae3cb6e2ffde84355533e7338b413e074f536135adbc4cb2ebf1b3ca45c8d8/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/346bc94b14036d706effcc9d63d961a8bfbc9587546c583a47c0c2ccdb337080/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/97b917ffd96ad6fdab7a6fbc30b01ef9a5e057826d8fd7c248fc3fbacaaeb919/image.jpg",https://www.realestate.com.au/property-unit-vic-glen+waverley-143569024
"3/1 McKelvie Court, Glen Waverley, Vic 3150","Auction $750,000 - $825,000",3,2,240m²,2,"A private position in the leafy ‘England Gardens’ estate makes for relaxed living close to Pinewood Shopping Village, Pinewood Primary, Notting Hill Tennis Club and Monash Fwy.,Set behind charming picket fences, number 3 claims a quiet corner and offers secure internal entry via a single garage.  ,An extra car space on its driveway and nearby visitor parking also gives you options for those with 2 cars.,The elegant brick and rendered town home adds to its charm inside under high ceilings, with floating floors throughout and plenty of natural light across both the living rooms and bedrooms.,The two-storey floor plan is thoughtfully designed with the front living room, meals area and study attracting lovely light through the generous windows, and a second living area upstairs adding to the sense of space.,Stylish black stone top benches, high gloss cabinets and Blanco appliances grace the kitchen. Two bathrooms include a family bathroom with both bath and shower, and an ensuite with its own private shower and toilet.,It’s the perfect modern family setting with low maintenance freedom, with common gardens to enjoy, close to all the essentials including schools, shops, parks and sporting facilities and the Monash Fwy city to coast connection behind a sound barrier.",Steven Yuen,04126434...,Bruce Liu,04245761...,144581988,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/abcd48fb4670c28a3320c67240af78c7222022014e315d0559ad39a8d454d3c9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/abcd48fb4670c28a3320c67240af78c7222022014e315d0559ad39a8d454d3c9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/bc335715fb62dc71d068e1458be5c9022af8456d5d1541ab99deb3f31ca3132c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6d15e709bc52b2a21d5e4fde12e0541ab51551b44e09e719acd94bbfeed5e061/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/28970b2273f25c0885081533afcb81974b4d8776f5037f92c0fc1d390de8616e/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144581988
