Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1 Name,Agent1 Number,Agent2 Name,Agent2 Number,PropertyId,image_urls,Url
"2/4 Durward Avenue, Glen Waverley, Vic 3150","FOR SALE $1,080,000",3,2,252m²,1,"A gleaming showcase of style and space, this single level unit sits privately at the rear and provides the perfect family start, downsize or investment in the Pinewood Primary and Glen Waverley Secondary Catchments (STSA). Light-filled and alluring, the open plan living, dining and kitchen is generously sized and incorporates the benefits of a Whirlpool oven, Whirlpool gas stove, Technika dishwasher plus a breakfast bench. Sliding doors provide a welcome introduction to the courtyard, here you find a covered deck for entertaining alongside a lengthy, synthetic turf yard where children can play. Down the hallway, the three bedrooms are all robed and include a master bedroom with walk-in-robe and ensuite, further complemented by a family bathroom, powder room and full-sized laundry. Furthermore, the home boasts ducted heating, evaporative cooling, alarm, high ceilings plus a single garage with internal access and rear roller door. Conveniently set, close to Pinewood Primary, Glen Waverley Secondary, Holmesglen Institute, Monash Aquatic and Recreation Centre, Central Reserve, Pinewood Village, The Glen Shopping Centre, buses, Glen Waverley Station plus EastLink and Monash Freeway. ,Photo ID required at all open for inspections.",Darryl Wickham,0410554779,Alan Zhang,0402200098,144272028,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b379719d8dca9fa3e4120b7f79a1143db929a0d157a69a16f0ea336930913d26/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/017d38a67f8b1247f33ceac2d27a7b1281b6f04d337e10e8da78131ffbb3b9ed/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/017d38a67f8b1247f33ceac2d27a7b1281b6f04d337e10e8da78131ffbb3b9ed/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2b58aa0aedfdf75b24133489658be5627fd28b30b8562502f8c8f478402fadcd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8ab4e88dd0b254aac09c2fd586a63031795f5a2e0705cc9c3aa29b757475e5a1/image.jpg",https://www.realestate.com.au/property-unit-vic-glen+waverley-144272028
"9 Spear, Glen Waverley, Vic 3150","$1,450,000 - $1,595,000",4,2,651m²,2,"Completing your quest for absolute comfort, this spacious single level home presents a relaxed ambience for family life with various living zones making it perfect for the growing family in the coveted Highvale Secondary Zone. ,Nestled in a quiet court and benefitting from a northerly frontage, the home’s layout is ideal, with the formal lounge and dining room heading up the home and drawing in plenty of natural light. ,At the heart of the home, the kitchen boasts a Technika oven, Westinghouse gas stove, Bosch dishwasher plus a breakfast bench that links through to the casual meals zone with sliding doors opening onto a rumpus room with shelving. ,Offering versatility, a private family room/4th bedroom boasts built-in-robes, while the three remaining bedrooms include a master bedroom with walk-in-robe and ensuite, supplemented by a family bathroom and separate toilet. ,Furthermore, an outdoor entertaining zone leads out to the backyard and extra benefits include ducted heating, evaporative cooling, garden shed plus a double lock-up carport. ,Well suited to families and situated on a generous 651sqm approx. allotment, walking distance to Camelot Rise Primary, Highvale Secondary, Dandenong Creek Trail, Capital Ave Reserve and buses, near The Glen Shopping Centre, Glen Waverley Station and freeway access points.",Kyla Davis,0419394974,,,144770492,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b66aac5f864a503a7761301b0307dbd80ab967bb4c9cee4fe96fd2cffe1a1a2a/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b66aac5f864a503a7761301b0307dbd80ab967bb4c9cee4fe96fd2cffe1a1a2a/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6f5f4e14d395becf36b6a2d344e86994eab79df916051a634de1bc6911acf084/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d6b00ff3213b07fbb7bc05e7f7878f84f6683c9b98f38f6fadc3937e67005b8f/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9d02462b5658636cccb638bd161cbc4aa33619196943caa4de153c410bb2c042/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144770492
"G07/37-39 Hunter St, Glen Waverley, Vic 3150","$598,000",2,1,,1,"Welcome to 37-39 Hunter Street, situated in the illustrious suburb of Glen Waverley, recognized as one of Melbourne's affluent neighborhoods. A mere 18 kilometers southeast of Melbourne's bustling CBD and within the City of Monash, this community is a harmonious blend of comfort, convenience, and top-tier amenities including elite educational institutions, comprehensive shopping, and a lively array of dining and entertainment.,Apartment G.02, a chic and contemporary space designed for the discerning resident. This sophisticated abode offers a total area of 94.5 square meters, with a well-appointed interior of 65.0 square meters and an inviting external space of 29.5 square meters for private outdoor enjoyment.,This two-bedroom, two-bathroom apartment with a car space is crafted for those who value both style and practicality. The layout ensures seamless living with a harmonious flow between the living areas, bedrooms, and outdoor spaces. Each room is designed to maximize comfort and aesthetic appeal, promising a home that is as functional as it is visually engaging.,Positioned in an area known for its outstanding educational facilities, including Wesley College (just a walk away) and Glen Waverley Secondary College, and surrounded by shopping havens like The Glen, as well as the culinary delights of Kingsway Commercial Street, life in Apartment 1.01 promises convenience and indulgence.,With Syndal Train Station just a short walk away, the commute to Melbourne's CBD and other areas is seamless, offering an easy connection to the city's vibrant business and leisure districts. Hunter St invites you to embrace a lifestyle where luxury, choice, and accessibility are all part of the experience.",Sara Pedram,0450426872,S&K Property Group,0412599378,144771020,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/feb5b55a1aab14a9172955666f3c05edd347544533921d810aab88e2140ed040/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f57badef069d0410d9ec69520235b1ed54d17c841206219701aa5aae3135c55e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f57badef069d0410d9ec69520235b1ed54d17c841206219701aa5aae3135c55e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f54100ac7d065a05e6b5af9de2cb0eec0b1bcbc72094114ee5abf2e6ad0e7617/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/e4e54a8d25c817cde7555d194a7c17023c76dca603586443d2b6818a4be4c9bb/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-144771020
"20A Johnson Drive, Glen Waverley, Vic 3150","$1,200,000 - $1,320,000",4,3,457m²,1,"At 29 squares (270 square metres approx.), this oversized town house offers the kind of space you'd expect in a home in the school zone for Brentwood Secondary (STSA), just a 5min drive to The Glen.,With 4 bedrooms, 3 bathrooms, a home office and its own street frontage and driveway, this is a family sized setting that still shines like new – having been built in 2019 but not occupied until 2021.,Above average in every way, this home features high ceilings on both levels, the convenience of a guest bedroom and adjoining bathroom on the ground floor and a back yard big enough for playing sport or fetch with the dog.,A bright and airy open plan kitchen and family room gives you room to entertain in style with an elite kitchen and walk-in pantry at your service.,Parents will appreciate a master bedroom with lovely north facing light and street frontage, in addition to a luxury bathroom with a freestanding bath and monsoon fixed shower head for rainfall style relaxation. ,Full height 3D white tiling brings dramatic edge to the bathrooms, with central heating, evaporative cooling, CCTV security and alarm, NBN connection and an oversized single garage with internal access adding to the impressive feature list.,Monash Fwy and Eastlink provide connections to the city and the coast, nearby Monash University, Monash Medical Centre and the new Victorian Heart Hospital, as well as popular parks, playgrounds and picnic spots including Central Reserve and Jells Park. ",Anna Du,0439417961,Jackie Chen,0433722913,144768456,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/dbb9c159f2bb60d92420894989ef641f515da7e20fe279264708d85a0a733014/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/dbb9c159f2bb60d92420894989ef641f515da7e20fe279264708d85a0a733014/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8d371d0001e9a8fe43b3b49caac84a0b86b21c0b57862ea5c5ed48a70103a938/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8fd91177ff4510c3a98f0aeb2b427f1df092c56e9ca091013ed0615cb4ce5313/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144768456
"101/37-39 Hunter St, Glen Waverley, Vic 3150","$835,000",3,2,,2,"Welcome to 37-39 Hunter Street, situated in the illustrious suburb of Glen Waverley, recognized as one of Melbourne's affluent neighborhoods. A mere 18 kilometers southeast of Melbourne's bustling CBD and within the City of Monash, this community is a harmonious blend of comfort, convenience, and top-tier amenities including elite educational institutions, comprehensive shopping, and a lively array of dining and entertainment.,Apartment 1.01 at 37-39 Hunter Street, Glen Waverley – a testament to luxurious and adaptable living in a premier Melbourne suburb. This three-bedroom, two-bathroom sanctuary, complete with two car spaces, encompasses a total area of 90.6 square meters, designed for comfort and elegance.,Inside, you'll find a spacious 81.9 square meters of internal living space paired with an 8.7 square meters external area. Reflecting modern living needs, Apartment 1.01 offers a choice between two color schemes, allowing residents to personalize their space to their taste, ensuring that each home is not just stylish but also a true reflection of its owner.,The Glen and Kingsway Commercial Street cater to all your retail and culinary desires, while educational excellence is just a walk away at Wesley College, not to mention Glen Waverley Secondary College and prominent universities like Monash and Deakin within close reach.,Connectivity is seamless, with Syndal Train Station on your doorstep and a network of bus routes, linking you effortlessly to the CBD and surrounding precincts. It is not just a residence but a confluence of elegance, sustainability, and unparalleled accessibility, with Wesley College within walking distance, representing the ultimate lifestyle for the discerning homeowner.",Ivy Lyu,0435698056,S&K Property Group,0412599378,144770728,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/feb5b55a1aab14a9172955666f3c05edd347544533921d810aab88e2140ed040/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/bb9c76fb49ceaded7a6e04291ee499b8b010234664c7b540b374157db7afa9db/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/bb9c76fb49ceaded7a6e04291ee499b8b010234664c7b540b374157db7afa9db/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/e4e54a8d25c817cde7555d194a7c17023c76dca603586443d2b6818a4be4c9bb/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f54100ac7d065a05e6b5af9de2cb0eec0b1bcbc72094114ee5abf2e6ad0e7617/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-144770728
"91/42-60 Capital Avenue, Glen Waverley, Vic 3150","$530,000",1,1,66m²,1,"Delight in this beautifully presented one-bedroom unit, boasting a modern refresh with new paint and floor coverings. The open-plan layout with a separate dining area opens to a charming private garden, perfect for relaxation.,Some of the key features of this unit include;,• Freshly updated interior,• Open-plan living with distinct dining area,• Private garden for tranquil outdoor living,• Lovely wooden deck for entertaining,• Kitchen with ample storage and bench space,• Convenient separate internal laundry,• Well-appointed bathroom with walk-in shower,• Split system heating/cooling for year-round comfort,• Ideal for low-maintenance lifestyle seekers,About Highvale Retirement Village by Keyton,Nestled close to Glen Waverley's scenic parklands and nearby shopping centres, Highvale Retirement Village offers a modern setting for your dream retirement lifestyle.,This sustainable, pet-friendly community boasts climate-conscious landscaping and communal vegetable gardens, ensuring a relaxing and enriching retirement lifestyle.,Whether you prefer a well-appointed villa or the added support of our serviced apartments, Highvale offers a range of living options to suit your preferences.,Immerse yourself in exceptional amenities and a vibrant calendar of social events set against a relaxed suburban backdrop.,Highvale Village amenities include;,• Pet-friendly village,• Community centre,• Gym facilities,• Village bus for shopping and outings,• Library and welcoming communal spaces,• Regular visits from hairdressers, barbers, and podiatrists,• Newspaper and chemist deliveries,• 24-hour emergency call system,Don’t miss this opportunity to make this home your own. Enquire today and book a tour.,*Photographs are for illustrative purposes. Some images may depict items not provided by Keyton within the units such as furniture and other decorative items.",Patrick Kelly,1800550550,,,142149768,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f09ca54a65158c3d9450e24480caa4a7f77f85822b60d9a1a65b287cb827e2ce/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/155f60b0fac4e81e0cd0ee4a696e1019e9efb6e61727b926a718b074902ed34d/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2208e278ce76e690bbc379e04ef9f9e7094e2c6045ce050d2fbfbaccdbe9b1e7/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/155f60b0fac4e81e0cd0ee4a696e1019e9efb6e61727b926a718b074902ed34d/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/155f60b0fac4e81e0cd0ee4a696e1019e9efb6e61727b926a718b074902ed34d/image.jpg",https://www.realestate.com.au/property-retirement+living-vic-glen+waverley-142149768
"Grande Floorplan/42- Capital Avenue, Glen Waverley, Vic 3150","$300,000 - $310,000*",1,1,55m²,1,"Welcome to a new way to have a placid and serene lifestyle in the compact and comfortable Grande floorplan. Don’t miss this opportunity to live in one of our Grande apartments at Highvale.,Some of the key features of this Serviced Apartment floorplan include:,• open plan style kitchenette and living area,• generous bedroom with a built-in or walk-in robe,• private and modern bathrooms,• some apartments also have a European style laundry for your convenience,• enjoy different views, such as a balcony, a private courtyard, or a courtyard view depending on the location of the property you purchase.,About Highvale Retirement Village by Keyton,Nestled close to Glen Waverley's scenic parklands and nearby shopping centres, Highvale Retirement Village offers a modern setting for your dream retirement lifestyle. This sustainable, pet-friendly community boasts climate-conscious landscaping and communal vegetable gardens, ensuring a relaxing and enriching retirement lifestyle. Whether you prefer a well-appointed villa or the added support of our serviced apartments, Highvale offers a range of living options to suit your preferences.,Immerse yourself in exceptional amenities and a vibrant calendar of social events set against a relaxed suburban backdrop.,Highvale Village amenities include;,• Community centre,• Gym facilities,• Village bus for shopping and outings,• Library and welcoming communal spaces,• Regular visits from hairdressers and podiatrists,• Newspaper and chemist deliveries,• 24-hour emergency call system,Next Steps,We welcome you to book a village tour to learn more about the floorplans on offer and the lifestyle you could lead in Keyton’s Highvale Serviced Apartments. Book a tour with us today!,*Prices correct as of November 2023. Photographs are for illustrative purposes. Some images may depict items not provided by Keyton within the units, such as furniture and other decorative items.",Courtney Di Gregorio,1800550550,,,143034020,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f09ca54a65158c3d9450e24480caa4a7f77f85822b60d9a1a65b287cb827e2ce/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/155f60b0fac4e81e0cd0ee4a696e1019e9efb6e61727b926a718b074902ed34d/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2208e278ce76e690bbc379e04ef9f9e7094e2c6045ce050d2fbfbaccdbe9b1e7/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f09ca54a65158c3d9450e24480caa4a7f77f85822b60d9a1a65b287cb827e2ce/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f09ca54a65158c3d9450e24480caa4a7f77f85822b60d9a1a65b287cb827e2ce/image.jpg",https://www.realestate.com.au/property-serviced+apartment-vic-glen+waverley-143034020
"7 Ralton Avenue, Glen Waverley, Vic 3150","$3,500,000 - $3,800,000",5,4,736m²,2,"Dedicated to design excellence whilst delivering the highest level of luxury, this near new home indulges every aspect in life whilst promoting premium appointments, CBD views and prized placement in the Mount View Primary and Glen Waverley Secondary Zones (STSA). ,A celebration of quality craftsmanship, the home unfolds to reveal glamorous parquetry flooring that guides you through to a formal lounge room boasting designer lighting plus a Heat & Glo gas log fire. At the heart of the home, a double height void helps to filter light throughout, while the private theatre room comes equipped with a projector, screen and speakers and looks out towards the temperature controlled Visscool wine cellar. ,Beckoning gatherings with friends, the expansive kitchen, meals and family room is a culinary showpiece that embraces porcelain benches, Miele double ovens, Miele induction stove, integrated fridge/freezer, island breakfast bench plus a butler's kitchen boasting a Miele gas stove and Miele dishwasher. Offering a seamless transition for indoor-outdoor entertaining, glass doors with retractable flyscreens open onto an expansive entertainer's deck that's partially covered and accompanied by a synthetic turf backyard. ,Upstairs, a rumpus room provides a recreation sanctuary complete with a wet bar and accompanied by four of the five robed bedrooms including a guest bedroom with walk-in-robe and dual vanity ensuite, plus a lavish master suite with CBD views, deep balcony, dressing room and indulgent double shower ensuite. On the ground floor, the 5th bedroom benefits from a walk-in-robe and dual vanity ensuite, while the 4th bathroom rests upstairs and is supplemented by a ground floor powder room and fitted laundry with storage room and workbench. ,Finished to perfection with a 10kw solar panel system, Daikin 10 zone ducted heating/air conditioning unit, CCTV cameras, alarm, video intercom entry, keyless entry, double glazed windows, quality curtains and light switches plus a double garage with internal access and driveway gates. ,A masterpiece in every sense of the word, close to Mount View Primary, Glen Waverley Secondary, Caulfield Grammar, The Glen Shopping Centre, buses, Glen Waverley Station, Jells Park and freeways. ",Julie Wells,0408885718,Alice He,0434415868,144564724,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8a57f3ddd94ad78ca1b6062a7377de1bb8e40cafe7fb32f455927a11318c781f/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8a57f3ddd94ad78ca1b6062a7377de1bb8e40cafe7fb32f455927a11318c781f/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f9762c6291b8f0483f7daeb24deb725a2645b6c89515f3ee6a17f1328bf93dbd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/bd8c63045052bc94b1b552213eb363b473ded70a225901fdf9544ea576247f62/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144564724
"1/41 Coleman Parade, Glen Waverley, Vic 3150","$1,100,000-$1,200,000",3,1,,2,"Nestled in a serene spot near Syndal train station, this luminous and modern residence is a testament to elegance and spacious living, perfectly catering to family life within the highly sought-after Glen Waverley Secondary Zone. Designed for comfort and style, this home boasts an open-plan living space that integrates the living room, dining area, and kitchen, creating a seamless flow ideal for family interactions and entertainment. High ceilings throughout add a touch of grandeur. ,The kitchen is a highlight, equipped with top-tier stainless steel appliances including a Miele oven and a potent Miele rangehood, complemented by a dishwasher, extensive storage, and chic stone countertops. Climate control is effortless with zoned split system air conditioning, ensuring comfort in any season. Windows in the kitchen and expansive floor-to-ceiling windows in the living area flood the space with natural light.,A secluded balcony off the living room provides a peaceful nook for enjoying a coffee and soaking in the serene atmosphere, courtesy of the fresh air. The low-maintenance front yard is designed for minimal upkeep, facilitating effortless outdoor enjoyment. Positioned within a short walk from cafes, restaurants, and the Syndal station, and near esteemed schools, parks, and a mere 5-minute drive to ""The Glen"" shopping center, this home melds modern amenities with an exceptional location, crafting an unparalleled living experience.,The nearby educational resources are abundant, with the townhouse not only situated within the highly sought-after Glen Waverley Secondary College zone but also close to the prestigious private school, Wesley College.,Step into a world where luxury meets convenience. This townhouse are not just a place to live; It is a lifestyle choice for discerning individuals who demand the very best. Book your viewing today and unlock the door to your dream home at U1/41 Coleman Parade, Glen Waverley.,For more information please contact Smart Listing :,Richard｜0435 495 908,Leo｜0452 478 066,***We take you to your dream homes***",Richard LING,0435495908,Leo LIN,0452478066,144638600,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/245d56a370b0a18d8e60ce7b407c5a69a256e4429a375cd32a17cdc7aa3dda9e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/802fbcc827ad6dc98ae24949e9ecf582caa34cefe4ebd71db5df937b132757c2/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/802fbcc827ad6dc98ae24949e9ecf582caa34cefe4ebd71db5df937b132757c2/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ee80a645ba4e3ee2b0767b4a4216e11661aa3406f40609b1523968e73faea663/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/36a5f4f30398c9b3d65dca0e0cb2d50452ac4c6552d601fa42d4ec7529f24cd4/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144638600
"Cove Floorplan/42-60 Capital Avenue, Glen Waverley, Vic 3150","$90,000 - $115,000*",1,1,28m²,1,"Feel at home in this welcoming and peaceful serviced apartment apartment floorplan with everything you need for a comfortable and stress-free living. Don’t miss this opportunity to live in one of our Cove apartments at Highvale.,Some of the key features of this Serviced Apartment floorplan include:,• a kitchenette,• a living/bedroom space with built-in closets, and a private bathroom,• enjoy different views, such as a balcony, a private courtyard, or a courtyard view depending on the location of the property you purchase.,About Highvale Retirement Village by Keyton,Nestled close to Glen Waverley's scenic parklands and nearby shopping centres, Highvale Retirement Village offers a modern setting for your dream retirement lifestyle. This sustainable, pet-friendly community boasts climate-conscious landscaping and communal vegetable gardens, ensuring a relaxing and enriching retirement lifestyle. Whether you prefer a well-appointed villa or the added support of our serviced apartments, Highvale offers a range of living options to suit your preferences.,Immerse yourself in exceptional amenities and a vibrant calendar of social events set against a relaxed suburban backdrop.,Highvale Village amenities include;,• Community centre,• Gym facilities,• Village bus for shopping and outings,• Library and welcoming communal spaces,• Regular visits from hairdressers and podiatrists,• Newspaper and chemist deliveries,• 24-hour emergency call system,--Next Steps--,We welcome you to book a village tour to learn more about the floorplans on offer and the lifestyle you could lead in Keyton’s Highvale Serviced Apartments. Book a tour with us today!,*Prices correct as of November 2023. *Photographs are for illustrative purposes. Some images may depict items not provided by Keyton within the units, such as furniture and other decorative items.",Courtney Di Gregorio,1800550550,,,143854160,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f09ca54a65158c3d9450e24480caa4a7f77f85822b60d9a1a65b287cb827e2ce/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/155f60b0fac4e81e0cd0ee4a696e1019e9efb6e61727b926a718b074902ed34d/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2208e278ce76e690bbc379e04ef9f9e7094e2c6045ce050d2fbfbaccdbe9b1e7/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d00e7b4b92a4bd6d205440fd44c7aee997dd78c161553672b2139cc511372d96/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d00e7b4b92a4bd6d205440fd44c7aee997dd78c161553672b2139cc511372d96/image.jpg",https://www.realestate.com.au/property-serviced+apartment-vic-glen+waverley-143854160
"2/56 Camelot Drive, Glen Waverley, Vic 3150","$1,500,000 - $1,650,000",4,4,,2,"This superb near NEW masterpiece luxury, an impeccably family home is in the renowned Highvale Secondary College catchment that is within moments to the educational amenities including Caulfield Grammar, Wesley College, Camelot Rise and Glen Waverley Primary, a short drive to the Monash, Deakin Universities and Presbyterian Ladies College (PLC).,Featuring 4 bedrooms, 4 bathrooms, 5 toilets, study nook, powder room, lounge and dining. Downstairs, the master bedroom with WIR and full ensuite plus the other 3 bedrooms upstairs all with BIR, full ensuite and ALL with Bidet toilets,,Timber floors flow through the entrance hall and inviting open plan living and dining with a gourmet kitchen and a nearby butler’s kitchen (second kitchen) both boasting stone benches, dish washer and European stainless-steel appliances. Glass sliders open the living spaces to an alfresco and low maintenance garden. Impeccably appointed with alarm, video intercom, heating/cooling, laundry, water tank, garden shed and double remote garage with air conditioning.,Perfectly placed to offer a lifestyle of convenience, close to The Glen shops, Kingsway restaurants, Village cinema, train station, Novotel and Ibis hotels, short drive to Jells Park, the Glen Waverley Golf club, Easy access to the Eastlink, M1 Monash Freeway taking you into the CBD.,This fabulous family home invites opportunity for downsizers, investors and first home buyers in a coveted family friendly location. This opportunity is not to be missed, given the fast growth and progressive changes in Glen Waverley over the past decade, a new train station in Glen Waverley connecting the soon to be finished Suburban Rail Loop (SRL) and more exciting plans for the future.,Please call Peter To on 0411563838 for private inspection.,*Max & Max 2020 Real Estate T/A atrealty may refuse to provide further information about the property if you prefer not to disclose your Full Contact Details including Phone Number. Photo ID required when entering the property.",Peter To,0411563838,Jenny Jian,0411563838,144759452,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/017d08843e4cb4366972eed0be78c0f1a5f8291d88944cce514d570a3ac175fb/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c3b4933041fa3569b52e9272d5ca0be9fd7fea2adbf500469292839f94259a01/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c3b4933041fa3569b52e9272d5ca0be9fd7fea2adbf500469292839f94259a01/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f8a7d914b04ffccef61852ad5de69016f841cef97056ad984eae787df97b43f5/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c82811dba898c77edfcd5732e84a54977c78b562194650e3235411ba182da9ad/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144759452
"42-60 Capital Avenue, Glen Waverley, Vic 3150",,1,1,28m²,1,,,,,,,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2208e278ce76e690bbc379e04ef9f9e7094e2c6045ce050d2fbfbaccdbe9b1e7/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/4789b94d0f1f390e3ccb9e81baa802e97ea45ff3715d5303d546c3f8ad1b9f56/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/89b21592ba688b01e226defe3f3ff38209c1fb83d7a3f7e2c6fd23d6dc88d4a9/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c83dc651381413164e962c1f25a8e69b2043e8ecb946ed89dde9afee1a8ac47b/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/e98d1d11f46603b7001a2fe2b1d3ae3a0b4baaec7326c0fdebd8116fdd7b77ae/image.jpg",https://www.realestate.com.au/project/highvale-glen-waverley-600037524
