Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1 Name,Agent1 Number,Agent2 Name,Agent2 Number,PropertyId,image_urls,Url
"805/54 Montclair Avenue, Glen Waverley, Vic 3150","$1,287,000",2,2,137m²,1,"Introducing Kingsley, more than a fusion of Kingsway and Glen Waverley; it's a statement of refined living in the prestigious 3150 postcode. Nestled in the heart of one of Victoria’s premier shopping and dining precincts, Kingsley defines convenience and accessibility.,Step into a world of sophistication with Kingsley Penthouses, where panoramic views of Dandenong Mountain and an expansive open sky redefine luxury living. Revel in opulence with features such as glass-wall windows, dual-level high ceilings, and a liberating sense of space that transcends the ordinary.,On the lower level, seamlessly merging indoor and outdoor living, private terraces provide the perfect setting for open-air entertainment. The penthouses boast a German-built Miele kitchen equipped with top-of-the-line appliances, including a cooktop, rangehood, oven, microwave oven, and dishwasher, seamlessly marrying style with functionality.,Ascend to the upper level to discover two spacious bedrooms, each with its own bathroom and generous wardrobe space, accompanied by an additional study area. Kingsley ensures that every aspect of your living space exudes elegance and comfort.,Benefit from the prime location of Kingsley, with shops, schools, public transport, Monash Council, The Glen Shopping Centre, and more right at your doorstep. Enjoy the luxury of saving time and money on commuting, as everything you need is within walking distance.,*** Kingsley apartment topped out on September 26th, 2023.  The estimated completion date is March 2024. ***",Mayland Projects Team,0433008517,,,143981532,<generator object RealestateSpider.get_pictures at 0x000001B6B949C150>,https://www.realestate.com.au/property-apartment-vic-glen+waverley-143981532
"2/99 Bogong Avenue, Glen Waverley, Vic 3150","$1,200,000 - $1,300,000",3,2,312m²,2,"Seamlessly mixing its modern style with the ultimate in comfort and convenience, this spacious townhouse ensures entertaining is effortless whilst embracing dual living zones in the elite Glen Waverley Secondary Zone (STSA). ,Resting at the rear of only two, the home's expansive design delights upon entry with sleek floorboards guiding you into the sun kissed formal lounge room where you can chat with guests during the winter months. ,A magnificent kitchen, dining and family room provides the perfect setting for everyday enjoyment and encompasses waterfall stone benches and splashbacks, gas stove, Euromaid oven, Dishlex dishwasher plus a breakfast bench. ,Flanking this space are sliding doors that span out onto a low-maintenance courtyard on one side and a generous entertaining deck on the other side with discreet gated access to the rear walking trail. ,Enjoying ground floor placement, the master bedroom comes equipped with a walk-in-robe and ensuite, supplemented on this level by a separate guest toilet and laundry. A central staircase takes you upstairs, here to two remaining bedrooms both feature built-in-robes and floorboards and are served by a bathroom with toilet. ,Curated for easy living and complemented by the inclusions of ducted heating, keyless entry, LED downlights, high ceilings, under stair storage, garden shed plus a double garage with internal access. ,Walking distance to central Glen Waverley where you can access trains and The Glen Shopping Centre, near Syndal South Primary, Glen Waverley Secondary, Wesley College, Kingsway restaurants, Bogong Reserve, Monash Aquatic Centre and freeways. ",Anita Meng,0410000898,Nuria Jewell,0450000898,144519536,<generator object RealestateSpider.get_pictures at 0x000001B6B7D279A0>,https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144519536
"Type C1/583 Ferntree Gully Road, Glen Waverley, Vic 3150","$1,260,000",4,3,207m²,2,"•	Three level townhome providing a generous 4-bedroom layout for flexible living. ,•	Spacious light filled master bedroom with generous robe and en suite.  ,•	Study nook in second bedroom on second floor  ,•	A ground floor bedroom with a bathroom opposite provides the opportunity for multi-generational family living or the added flexibility to work from home.  ,•	Rear entry two car garage allows for additional storage,•	Drying courtyard off the garage,•	Suitable for young families or upsizers who are looking for more space and flexibility, perfect investment opportunity in the centre of Glen Waverley.,Floret is a vibrant new community of premium townhouses located in Glen Waverley, available from $$1.26M.,With elevated interiors designed by award-winning architects RotheLowman and verdant landscapes by renowned ASPECT Studios, our Floret Townhouses share a rich synergy between built and natural environments.,Supporting the needs of a modern lifestyle, Floret boasts proximity to vast retail offerings, eminent public and private schools, universities and expansive green spaces.,Display suite is open by appointment.,583 Ferntree Gully Road, Glen Waverley  ,FloretHomes.com.au",Silvia Pan,0456250228,Sherroy Ong,0423426018,140791435,<generator object RealestateSpider.get_pictures at 0x000001B6B7D279A0>,https://www.realestate.com.au/property-townhouse-vic-glen+waverley-140791435
"3 Bridget  Street, Glen Waverley, Vic 3150",In The Zone $1.6m-$1.65m,4,3,,2,"Nestled in the vibrant heart of Glen Waverley, this upcoming family-sized townhouse by Oreana Homes is a symphony of modern design and functional elegance. Set to be completed in March 2024, this residence is a canvas for your future, blending cutting-edge architecture with practical living spaces.,The home spans an impressive 23.35 sq (approx.). It boasts four well-appointed bedrooms (with the added luxury of two master bedrooms), three chic bathrooms including luxurious showerheads & neutral colour tones throughout. The design caters to both the young family carving out their first home dreams and the discerning downsizer who refuses to compromise on style or space.,The heart of each home is the expansive open-plan living domain, seamlessly extending onto a north-facing yard that invites natural light and warmth. The study area is a testament to modern needs, offering a versatile space for work or relaxation.,The attention to detail is evident in every corner, from feature entry doors to the timber flooring gracing the ground-floor living areas. The lofty 2.7m high ceilings in the living spaces enhance the sense of openness. The stone benchtops complete the breakfast bar, throw away your kettle and make your morning coffee with the zip tap provided, while high end BOSCH appliances (including a 900mm gas cooktop & dual ovens) add a touch of culinary sophistication.,This townhouse is more than just a home; it is a lifestyle choice, backed by a six-star energy rating and the comfort of heating and cooling throughout. The dream location within the Glen Waverley Secondary College catchment area further elevates its appeal, with The Glen Shopping Centre, Glen Waverley train station, and various recreational facilities just a stroll away.,Secure your future in this coveted Glen Waverley locale, where luxury, convenience, and style converge to create an unparalleled living experience.,Disclaimer: We have, in preparing this document, used our best endeavours to ensure that the information contained in this document is true and accurate, but we accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospective purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence checklist provided by Consumer Affairs. Click on the link for a copy of the due diligence checklist from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist",Leigh Kelepouris,0422283480,Jie Zhou,0422828984,141980108,<generator object RealestateSpider.get_pictures at 0x000001B6B93A8E10>,https://www.realestate.com.au/property-townhouse-vic-glen+waverley-141980108
"15 Windella Crescent, Glen Waverley, Vic 3150","$1,000,000",3,1,1155m²,2,"Set on a huge block just moments from schools and shops is this charming family home bursting with possibilities. Whether you are on the hunt for a forever home or somewhere with development potential, this property is a must-see.,Currently, the home is spacious and open-plan with a combined lounge and dining room as well as a kitchen with a meals area. There are three bedrooms, two with built-in robes and all serviced by the bathroom with a bath and separate toilet.,Beautiful wood floors flow throughout, paired with a white colour scheme and modern comforts including air-conditioning. The kitchen offers a gas cooktop and dishwasher while outside, the avid entertainer will adore the covered deck.,A detached single garage and a storage shed are on offer, along with an expansive backyard. Here, you could choose to potentially subdivide the lot or maybe build a granny flat to accommodate extended family or to off-set your mortgage (STCA). The choice is all yours and, if you choose to develop, you can always rent out the existing home while discussing your plans with the council.,For families, this spacious property is conveniently located close to schools including Glen Waverley Primary School, St Leonards Primary School and The Cheshire School, and the Glen Waverley South Preschool is within walking distance. It is just a 5-minute drive to the Brandon Park Shopping Centre while a host of parks are within easy reach including the picturesque Callaghan Avenue Reserve and the Fraser Street Reserve with a playground.,Disclaimer: We have in preparing the content used our best endeavours to ensure that the information contained is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospect purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist",Andy Yuan,0406217388,Kay Lim,0416260421,141879964,<generator object RealestateSpider.get_pictures at 0x000001B6B93ABCD0>,https://www.realestate.com.au/property-house-vic-glen+waverley-141879964
"19 Mavista Avenue, Glen Waverley, Vic 3150","$1,480,000 - $1,580,000",4,2,708m²,3,"Naturally bright and wonderfully welcoming, this single level home captures a substantial design that's ideal for family life and effortless entertaining with prized placement in two sought-after school catchments (STSA). Occupying a level 708sqm approx. allotment and 45.7m approx. frontage, the home's inviting porch precedes the interior that unfolds to reveal a generous lounge room with floating floorboards and adjacent dining room that's soaked in northerly sunshine. The open plan kitchen, meals and family room benefits from the quality appointments of a Bosch dishwasher, Sacon gas stove, Robam oven and newly tiled splashback, while sliding doors take you out to an alfresco entertaining zone, low-maintenance yard and gazebo with spa and built-in BBQ. Ready to suit the growing family, the four bedrooms are all carpeted for comfort and include a master bedroom with mirrored robes and ensuite, supplemented by a family bathroom with toilet and full-sized laundry. Comfortably appointed with updated ducted heating and evaporative cooling units, air conditioning, paved caravan parking space in front yard plus a triple garage with attached workshop. Impressively situated only meters from Glendal Primary, near Highvale Secondary, Wesley College, The Glen Shopping Centre, buses, Glen Waverley Station, Glen Waverley North Reserve plus EastLink and Monash Freeway. ,Photo ID required at all open for inspections.",Dennis Bao,0422591204,Alan Zhang,0402200098,144573144,<generator object RealestateSpider.get_pictures at 0x000001B6B93AA020>,https://www.realestate.com.au/property-house-vic-glen+waverley-144573144
"81 Winmalee Drive, Glen Waverley, Vic 3150","$1,200,000 - $1,300,000",3,1,660m²,1,"Filled with warmth and original allure, this sun-splashed 3 bedroom, 1 bathroom home is a sleeping beauty awaiting a fresh spark of inspiration to deliver an exciting future. Placed on an established garden block of 660 sqm (approx), this single-level charmer provides a parquetry entry, open-plan living/dining domain, tidy kitchen/meals area and separate family room opening to a covered entertaining terrace. With ducted heating, split system AC, carport, shed and off-street parking, choose to move in and then renovate or start from scratch and build a luxurious residence or multiple townhouses (STCA). Enjoy a prime locale, walking distance to Brentwood Secondary (catchment), Glen Waverley South Primary, Brandon Park Shopping Centre and Central Reserve, and close to The Glen, transport and Eastlink & Monash Freeway.",Ras van der Merwe,0457316306,Calvin Huang,0433625756,144456188,<generator object RealestateSpider.get_pictures at 0x000001B6B93AA460>,https://www.realestate.com.au/property-house-vic-glen+waverley-144456188
"212/286-290 Blackburn Road, Glen Waverley, Vic 3150","FOR SALE $365,000-$390,000",1,1,252m²,1,"Lavished with space and loaded with lifestyle appeal, this 2nd floor apartment is a haven for first home buyers, couples and investors with its expansive indoor-outdoor design and desired placement only meters from Syndal Station. Immediately apparent from the moment you enter, the apartment's layout is larger than average and enjoys a glorious open plan living, dining and kitchen that's topped with stone benches and complemented by glass splashbacks and Blanco appliances including a stovetop, oven and dishwasher. Drawing in natural light whilst benefitting from a southerly orientation, the open plan domain extends out through floor-to-ceiling sliding doors onto a deep, full-width balcony where you can entertain with friends. Continuing to impress, the bedroom boasts mirrored built-in-robes and is serviced by a huge bathroom with toilet and full-sized laundry. Additionally complemented by a storage cupboard beside the entry door, split system heating/air conditioning, high ceilings, video intercom plus a basement parking space. Vibrantly set only meters from Blackburn Rd shops and restaurants, Fitness First, Syndal Station and buses, whilst close to The Glen Shopping Centre, Kingsway restaurants, Village Cinemas and the convenience of freeways.  ,Photo ID required at all open for inspections.",Alan Zhang,0402200098,Shaun Lim,0449980304,143380160,<generator object RealestateSpider.get_pictures at 0x000001B6B93A89D0>,https://www.realestate.com.au/property-apartment-vic-glen+waverley-143380160
"1/48 Hampshire Road, Glen Waverley, Vic 3150","FOR SALE $1,500,000",5,3,252m²,2,"Uniting premium style with prized placement in the coveted Pinewood Primary and Brentwood Secondary Catchments (STSA), this brand-new townhouses offer a lifestyle of luxury for the discerning buyer. Staged across two stunning levels, the home's offer similar floorplans with the ground floor focused on open plan enjoyment with European Oak floorboards flowing throughout the living, dining and kitchen. A walk-in pantry ensures there's plenty of room to store all your kitchen needs, while the kitchen finishes reflect quality with waterfall stone benches accompanied by Euromaid appliances (oven, gas stove plus a dishwasher), soft close 2-pac cabinetry plus an island breakfast bench. The ground floor is complemented by a home office/5th bedroom, while benefit from a ground floor master bedroom with built-in-robes and ensuite, further served on this level by a powder room and laundry. Adding yet further space to relax, the upper level welcomes you with a retreat/living space that's accompanied by the three remaining bedrooms, all featuring robes and including a master bedroom with walk-in-robe and ensuite, supplemented by a family bathroom and separate toilet. Comforted year round by the benefits of heating/cooling, along with the appeal of a courtyard for outdoor entertaining, high ceilings, carpet to bedrooms, alarm, video intercom entry, LED downlights plus a double garage. Be quick to secure your place. Centrally situated near Pinewood Village, Brandon Park Shopping Centre, Pinewood Primary, Brentwood Secondary, Monash Uni, Monash Aquatic Centre, reserves, transport and Monash Freeway. ,Photo ID required at all open for inspections.",Alan Zhang,0402200098,Darryl Wickham,0410554779,141635764,<generator object RealestateSpider.get_pictures at 0x000001B6B949C040>,https://www.realestate.com.au/property-townhouse-vic-glen+waverley-141635764
"57 Orchard Street, Glen Waverley, Vic 3150","$1,800,000 - $1,980,000",4,2,657m²,2,"On 657sqm with a wide 20m frontage approx and a rear western aspect that's ideal for the modern layout, this parcel offers opportunity in the elite school belt of Glen Waverley. Currently a comfortable dual living family home that will serve your needs for many years to come while you make your grand plans STCA. ,In a pocket that's a quick walk to Wesley College and within easy reach of Huntingtower and Avila as well as being zoned for Glendal Primary School and Glen Waverley Secondary College. Pick up a walking trail or head to one of the many little parklands in the neighbourhood streets that also host Scouts and tennis clubs for the kids. Choose between Pinewood, Burwood One and The Glen for a range of shopping, eateries, groceries and services. Also close to Monash Aquatic Centre, buses, Syndal train station,The current home has been updated and comprises a formal living and dining zone through to a meals and kitchen that's appointed with 900mm gas cooktop, stone benches and terrific storage. Four bedrooms are served by two bathrooms (one with tub) and a separate laundry with yard access. This spacious home also features hardwood floors, gas ducted heating, RC/AC, aluminum windows, shed and a double carport through to garage. ",Ming Xu,0400655610,Eric Liu 刘闯,0410102466,144753744,<generator object RealestateSpider.get_pictures at 0x000001B6B949C150>,https://www.realestate.com.au/property-house-vic-glen+waverley-144753744
"6 Allen Street, Glen Waverley, Vic 3150","$1,600,000 - $1,700,000",3,1,749m²,1,"Reminiscent of times past, this classic weatherboard home reflects the charm of yesteryear whilst encouraging dreams of the future with exciting scope to redevelop on its 749sqm approx. level, rectangular allotment (STCA). Prized for its placement in the coveted Glen Waverley Secondary Catchment (STSA), the home's current day spaces are ideal for investment purposes and provide three bedrooms accompanied by a family bathroom with toilet. Forming the home's centre point, the kitchen connects through to the L-shaped lounge and dining room that's enriched with high ceilings and direct access onto a covered entertaining patio and generous backyard. Further complemented by a sitting room, laundry, ducted heating, evaporative cooling, bungalow and single garage that's accessed via the long side driveway. Tucked away in a no-thru road, moments from St Leonards Primary, Glen Waverley South Primary, Glen Waverley Secondary, Central Reserve, The Glen Shopping Centre, Glen Waverley Train Station, Monash Aquatic Centre plus Monash and EastLink Freeways.,Photo ID required at all open for inspections.",Zeng Shi,0409520188,Olivia Mo,0431864968,144742520,<generator object RealestateSpider.get_pictures at 0x000001B6B949C7B0>,https://www.realestate.com.au/property-house-vic-glen+waverley-144742520
