Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1 Name,Agent1 Number,Agent2 Name,Agent2 Number,PropertyId,image_urls,Url
"2 Kerferd Road, Glen Waverley, Vic 3150","$1,400,000 - $1,500,000",5,2,808m²,2,"Instantly appealing for its stylishly renovated interiors, warm ambience and generous outdoor dimensions (808sqm approx), this inviting home is ready for immediate family enjoyment with plenty of space and potential to redevelop in the future if desired (STCA). Platinum presentation and timber floors welcome a light-filled living/dining domain, accompanied by a well-appointed stone kitchen and huge family room. 4 robed bedrooms are conveniently placed on both levels and serviced by 2 stunning bathrooms, while ducted heating, split system AC, under stair storage, study/5th bedroom huge backyard, double garage and off street parking add further comfort. Enjoy as is, or seize the reins and shape your future to build a luxurious new home or multiple townhouses (STCA), minutes to Brentwood Secondary College, Glen Waverley South Primary, Monash Uni, Brandon Park Shopping Centre, The Glen, public transport and Monash/EastLink Freeways.",Tori Liu,0430479889,Calvin Huang,0433625756,144579744,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/187af9de37b8262ca2a99a2d9d7dc3e3bf3d52530739d463924ffc79b81d096c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3ff881a110206c08e43805769e30f90a66ca42a0611bc5e2528e705033e37e7c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3ff881a110206c08e43805769e30f90a66ca42a0611bc5e2528e705033e37e7c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ef4406001f4523970295605bfc212b09ee4aeec74457023fe1c272dedc90c78a/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/d4808fb248cf0d180bc2ff50b9af5dce977046bc00b0ec289b8479b4521ad537/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144579744
"26  Falconer Street, Glen Waverley, Vic 3150","$3,100,000 - $3,300,000",5,4,1224m²,4,"Indulging in every aspect of design, detail and destination, this custom created home achieves luxury beyond compare on a lavish 1224 sqm approx. allotment in the Glen Waverley Secondary Zone (STSA). This house is architecturally designed by the owner. ,Crafted with quality construction methods, the home's premium layout introduces itself with a stacked stone portico entry and welcoming foyer that's fitted with cabinetry for shoes and bags and complemented by the convenience of a powder room. ,The visually striking kitchen, living and dining zone relishes breathtaking views out to Scotchmans Creek and showcases sleek floorboards, a gas log fire, stone benches/splashbacks, 900mm Electrolux oven and gas stove, an island breakfast bench plus a 2nd kitchen with walk-in pantry. ,A delightful dining terrace accompanies this space, while the lower level is perfect for in-law's or as an entertainer's haven complete with a rumpus room, 5th bedroom, 4th-bathroom, laundry, cellar and paved entertaining zone that extends onto the terraced backyard with direct access to the creek. ,Arriving on the top floor, a study area provides access through to the four remaining bedrooms including two with private ensuites and the third with ensuite effect access to the main bathroom. ,Furthermore, the home has been constructed with structural concrete to all floors and walls, steel metal studwork to basement and ground floors, bulkhead and split system heating/air conditioning, 3 phase power, 22 solar panels, remote control sheer curtains to living room, double glazing, laundry chute, dual hot water system, storage shed, remote control driveway gates plus a double carport with louver roof. ,Conveniently situated close to Syndal South Primary, Glen Waverley Secondary, Wesley College, Huntingtower School, The Glen, Monash Aquatic Centre, Syndal Station and freeways.",Julie Wells,0408885718,Alice He,0434415868,144147504,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/7f69952540fa2c2669882330eb4578e4bfcaad00da55e878e11c037a8b3f72d0/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/7f69952540fa2c2669882330eb4578e4bfcaad00da55e878e11c037a8b3f72d0/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/2d9e5a1d25517c1ecd8262fb3c449c3ed15e0f653e16156fc3b36d0115a36725/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/cc3fe6afdd288fdf8c800c7b4d02a162dc0a905c277537395fa0b3a0b6823ffc/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144147504
"37 Larkspur Circuit, Glen Waverley, Vic 3150","$1,100,000 - $1,200,000",3,2,142m²,2,"Advantaged by its tranquil placement in the Larkspur Estate, this low-maintenance home presents families with a sanctuary of calm that captures the beautiful design details of defined spaces and soaring ceilings in the Brentwood Secondary Catchment (STSA). Crafted with care and set towards the rear of the estate, the home's generous dimensions ensure your every desire is catered for and includes a glorious lounge room boasting cathedral ceilings and plantation shutters. A spacious study area is bound to impress those working from home, while the open plan kitchen and dining zone features stone benches and quality Bosch appliances including a gas stove, oven and dishwasher. Stepping out through sliding doors, the rear yard presents a carefree entertaining space and lawn area that's ideally sized for children's outdoor activities. A powder room and laundry complement the ground floor, while the upper level presents a carpeted retreat and three robed bedrooms including a master bedroom with walk-in-robe and spa ensuite, further served by a family bathroom and separate toilet. Enriched with ducted heating, evaporative cooling, split system air conditioning in every room, plantation shutters, LED downlights, under stair storage, garden shed plus a double garage with additional storage spaces and internal access. Centrally situated for easy access to Glen Waverley South Primary, Brentwood Secondary, The Glen, Brandon Park Shopping Centre, Central Reserve, Monash Aquatic Centre, Jells Park plus EastLink and Monash Freeway.,Photo ID required at all open for inspections.",Danny Zhang,0433906203,Tracy Tsang,0418608555,144571420,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b379719d8dca9fa3e4120b7f79a1143db929a0d157a69a16f0ea336930913d26/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8b372a297a35207229f3560975ed4c4b893815c6c41fc862f071a2547ab301fc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8b372a297a35207229f3560975ed4c4b893815c6c41fc862f071a2547ab301fc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/54b0b2a1600b29f522657b7c54629fd250ce0e0c0de74c3b1573780627a5064c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/69163fb9e00b9255fb21e75dacc563b40e2ee2855ab516ff1357bef30501301b/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144571420
"7 Ralton Avenue, Glen Waverley, Vic 3150","$3,500,000 - $3,800,000",5,4,736m²,2,"Dedicated to design excellence whilst delivering the highest level of luxury, this near new home indulges every aspect in life whilst promoting premium appointments, CBD views and prized placement in the Mount View Primary and Glen Waverley Secondary Zones (STSA). ,A celebration of quality craftsmanship, the home unfolds to reveal glamorous parquetry flooring that guides you through to a formal lounge room boasting designer lighting plus a Heat & Glo gas log fire. At the heart of the home, a double height void helps to filter light throughout, while the private theatre room comes equipped with a projector, screen and speakers and looks out towards the temperature controlled Visscool wine cellar. ,Beckoning gatherings with friends, the expansive kitchen, meals and family room is a culinary showpiece that embraces porcelain benches, Miele double ovens, Miele induction stove, integrated fridge/freezer, island breakfast bench plus a butler's kitchen boasting a Miele gas stove and Miele dishwasher. Offering a seamless transition for indoor-outdoor entertaining, glass doors with retractable flyscreens open onto an expansive entertainer's deck that's partially covered and accompanied by a synthetic turf backyard. ,Upstairs, a rumpus room provides a recreation sanctuary complete with a wet bar and accompanied by four of the five robed bedrooms including a guest bedroom with walk-in-robe and dual vanity ensuite, plus a lavish master suite with CBD views, deep balcony, dressing room and indulgent double shower ensuite. On the ground floor, the 5th bedroom benefits from a walk-in-robe and dual vanity ensuite, while the 4th bathroom rests upstairs and is supplemented by a ground floor powder room and fitted laundry with storage room and workbench. ,Finished to perfection with a 10kw solar panel system, Daikin 10 zone ducted heating/air conditioning unit, CCTV cameras, alarm, video intercom entry, keyless entry, double glazed windows, quality curtains and light switches plus a double garage with internal access and driveway gates. ,A masterpiece in every sense of the word, close to Mount View Primary, Glen Waverley Secondary, Caulfield Grammar, The Glen Shopping Centre, buses, Glen Waverley Station, Jells Park and freeways. ",Julie Wells,0408885718,Alice He,0434415868,144564724,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8a57f3ddd94ad78ca1b6062a7377de1bb8e40cafe7fb32f455927a11318c781f/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8a57f3ddd94ad78ca1b6062a7377de1bb8e40cafe7fb32f455927a11318c781f/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f9762c6291b8f0483f7daeb24deb725a2645b6c89515f3ee6a17f1328bf93dbd/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/bd8c63045052bc94b1b552213eb363b473ded70a225901fdf9544ea576247f62/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144564724
"15 Windella Crescent, Glen Waverley, Vic 3150","$1,000,000",3,1,1155m²,2,"Set on a huge block just moments from schools and shops is this charming family home bursting with possibilities. Whether you are on the hunt for a forever home or somewhere with development potential, this property is a must-see.,Currently, the home is spacious and open-plan with a combined lounge and dining room as well as a kitchen with a meals area. There are three bedrooms, two with built-in robes and all serviced by the bathroom with a bath and separate toilet.,Beautiful wood floors flow throughout, paired with a white colour scheme and modern comforts including air-conditioning. The kitchen offers a gas cooktop and dishwasher while outside, the avid entertainer will adore the covered deck.,A detached single garage and a storage shed are on offer, along with an expansive backyard. Here, you could choose to potentially subdivide the lot or maybe build a granny flat to accommodate extended family or to off-set your mortgage (STCA). The choice is all yours and, if you choose to develop, you can always rent out the existing home while discussing your plans with the council.,For families, this spacious property is conveniently located close to schools including Glen Waverley Primary School, St Leonards Primary School and The Cheshire School, and the Glen Waverley South Preschool is within walking distance. It is just a 5-minute drive to the Brandon Park Shopping Centre while a host of parks are within easy reach including the picturesque Callaghan Avenue Reserve and the Fraser Street Reserve with a playground.,Disclaimer: We have in preparing the content used our best endeavours to ensure that the information contained is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospect purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist",Andy Yuan,0406217388,Kay Lim,0416260421,141879964,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/23298b2e77ee796739e59f926e31d2915f2f023136e141f3031002371a7fc594/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/aef5180ef81e78a9ebd7ee26fac87efe378fa4cd9614b5cd5bf04fad763d638b/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/aef5180ef81e78a9ebd7ee26fac87efe378fa4cd9614b5cd5bf04fad763d638b/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/68c8d2889e7f75a9413c88038a23ecadac2a0377b7c577085ee3f34df538fced/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ef4e04520b1f9e4dd79ae2646bace451b0bdecae4725fbe2ec7e921357554306/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-141879964
"19 Mavista Avenue, Glen Waverley, Vic 3150","$1,480,000 - $1,580,000",4,2,708m²,3,"Naturally bright and wonderfully welcoming, this single level home captures a substantial design that's ideal for family life and effortless entertaining with prized placement in two sought-after school catchments (STSA). Occupying a level 708sqm approx. allotment and 45.7m approx. frontage, the home's inviting porch precedes the interior that unfolds to reveal a generous lounge room with floating floorboards and adjacent dining room that's soaked in northerly sunshine. The open plan kitchen, meals and family room benefits from the quality appointments of a Bosch dishwasher, Sacon gas stove, Robam oven and newly tiled splashback, while sliding doors take you out to an alfresco entertaining zone, low-maintenance yard and gazebo with spa and built-in BBQ. Ready to suit the growing family, the four bedrooms are all carpeted for comfort and include a master bedroom with mirrored robes and ensuite, supplemented by a family bathroom with toilet and full-sized laundry. Comfortably appointed with updated ducted heating and evaporative cooling units, air conditioning, paved caravan parking space in front yard plus a triple garage with attached workshop. Impressively situated only meters from Glendal Primary, near Highvale Secondary, Wesley College, The Glen Shopping Centre, buses, Glen Waverley Station, Glen Waverley North Reserve plus EastLink and Monash Freeway. ,Photo ID required at all open for inspections.",Dennis Bao,0422591204,Alan Zhang,0402200098,144573144,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b379719d8dca9fa3e4120b7f79a1143db929a0d157a69a16f0ea336930913d26/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/701455181c9b1173c078059e63e1aae85f576db843ad56a0d6b5766a1fcb02d3/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/701455181c9b1173c078059e63e1aae85f576db843ad56a0d6b5766a1fcb02d3/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/8f843ba920abcbd83d3308e5eba5ea6eb6dd18e3d2dff102bdb66937c4322d0c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/7497be3b715c9814d010541c21027d735a36e84a5879dd720d5a5543993abc84/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144573144
"212/286-290 Blackburn Road, Glen Waverley, Vic 3150","FOR SALE $365,000-$390,000",1,1,252m²,1,"Lavished with space and loaded with lifestyle appeal, this 2nd floor apartment is a haven for first home buyers, couples and investors with its expansive indoor-outdoor design and desired placement only meters from Syndal Station. Immediately apparent from the moment you enter, the apartment's layout is larger than average and enjoys a glorious open plan living, dining and kitchen that's topped with stone benches and complemented by glass splashbacks and Blanco appliances including a stovetop, oven and dishwasher. Drawing in natural light whilst benefitting from a southerly orientation, the open plan domain extends out through floor-to-ceiling sliding doors onto a deep, full-width balcony where you can entertain with friends. Continuing to impress, the bedroom boasts mirrored built-in-robes and is serviced by a huge bathroom with toilet and full-sized laundry. Additionally complemented by a storage cupboard beside the entry door, split system heating/air conditioning, high ceilings, video intercom plus a basement parking space. Vibrantly set only meters from Blackburn Rd shops and restaurants, Fitness First, Syndal Station and buses, whilst close to The Glen Shopping Centre, Kingsway restaurants, Village Cinemas and the convenience of freeways.  ,Photo ID required at all open for inspections.",Alan Zhang,0402200098,Shaun Lim,0449980304,143380160,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b379719d8dca9fa3e4120b7f79a1143db929a0d157a69a16f0ea336930913d26/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/e711567e88c2e6f7e8aba3ea22f25b18fa255f12c62a0a13167436b075d9ffe8/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/e711567e88c2e6f7e8aba3ea22f25b18fa255f12c62a0a13167436b075d9ffe8/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/72b9dc5639747a9a07769e27251520a016b782490ba3bbfc202ee2ab78c76070/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/beb37fea133aed6b67f63fb2734a3e139c08ccb77a167d2fe711d465bc1b38d9/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-143380160
"81 Winmalee Drive, Glen Waverley, Vic 3150","$1,200,000 - $1,300,000",3,1,660m²,1,"Filled with warmth and original allure, this sun-splashed 3 bedroom, 1 bathroom home is a sleeping beauty awaiting a fresh spark of inspiration to deliver an exciting future. Placed on an established garden block of 660 sqm (approx), this single-level charmer provides a parquetry entry, open-plan living/dining domain, tidy kitchen/meals area and separate family room opening to a covered entertaining terrace. With ducted heating, split system AC, carport, shed and off-street parking, choose to move in and then renovate or start from scratch and build a luxurious residence or multiple townhouses (STCA). Enjoy a prime locale, walking distance to Brentwood Secondary (catchment), Glen Waverley South Primary, Brandon Park Shopping Centre and Central Reserve, and close to The Glen, transport and Eastlink & Monash Freeway.",Ras van der Merwe,0457316306,Calvin Huang,0433625756,144456188,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/187af9de37b8262ca2a99a2d9d7dc3e3bf3d52530739d463924ffc79b81d096c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c45e0485bfc28eb91bcb4e13175376488016008a53235d32d3e6213e53eff2b0/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c45e0485bfc28eb91bcb4e13175376488016008a53235d32d3e6213e53eff2b0/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/cac8fe06ac6198a429e440aa608d1694fa9f72a2d7b163d0edd83123b1041cca/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/fd3ca824ba58624a00e005f1f5f166850423f96acc4415cf5d2133f1ee725729/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144456188
"1/48 Hampshire Road, Glen Waverley, Vic 3150","FOR SALE $1,500,000",5,3,252m²,2,"Uniting premium style with prized placement in the coveted Pinewood Primary and Brentwood Secondary Catchments (STSA), this brand-new townhouses offer a lifestyle of luxury for the discerning buyer. Staged across two stunning levels, the home's offer similar floorplans with the ground floor focused on open plan enjoyment with European Oak floorboards flowing throughout the living, dining and kitchen. A walk-in pantry ensures there's plenty of room to store all your kitchen needs, while the kitchen finishes reflect quality with waterfall stone benches accompanied by Euromaid appliances (oven, gas stove plus a dishwasher), soft close 2-pac cabinetry plus an island breakfast bench. The ground floor is complemented by a home office/5th bedroom, while benefit from a ground floor master bedroom with built-in-robes and ensuite, further served on this level by a powder room and laundry. Adding yet further space to relax, the upper level welcomes you with a retreat/living space that's accompanied by the three remaining bedrooms, all featuring robes and including a master bedroom with walk-in-robe and ensuite, supplemented by a family bathroom and separate toilet. Comforted year round by the benefits of heating/cooling, along with the appeal of a courtyard for outdoor entertaining, high ceilings, carpet to bedrooms, alarm, video intercom entry, LED downlights plus a double garage. Be quick to secure your place. Centrally situated near Pinewood Village, Brandon Park Shopping Centre, Pinewood Primary, Brentwood Secondary, Monash Uni, Monash Aquatic Centre, reserves, transport and Monash Freeway. ,Photo ID required at all open for inspections.",Alan Zhang,0402200098,Darryl Wickham,0410554779,141635764,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b379719d8dca9fa3e4120b7f79a1143db929a0d157a69a16f0ea336930913d26/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c652ea4a36049644aee78dd760a2451643fe61a73efe8495289efa36167c9d16/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/c652ea4a36049644aee78dd760a2451643fe61a73efe8495289efa36167c9d16/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/43b8830e8b6be7e751deabefea324a50ccfb9d5dc0732affdb3b454a2d82635e/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/130c65af5394ece532917a204e4283909db96f80a03e5dc8c19ec770b45999bf/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-141635764
"7 The Outlook, Glen Waverley, Vic 3150","$2,500,000 - $2,600,000",5,2,707m²,2,"On a generous corner block measuring 707 sqm (approx.), and flaunting strong elements of postmodern design with large living areas, this 5 bedroom, 2 bathroom home offers a range of living options sure to catch the eye of a wide range of admirers.,This home consists of 4 large bedrooms including 3 of those with built-in robes, while a 5th bedroom in the rear wing is an ideal master bed with WIR, ensuite, and verandah overlooking an internal courtyard. Alternatively, this wing is well-suited for independent living with a fully equipped 2nd kitchen with quality appliances.,An inviting lounge and family room share a central open fireplace complete with stone counter, while the galley-style kitchen boasts a stainless steel Iive gas cooktop, oven & grill, dishwasher, and endless amounts of practical storage. Enjoy sun-filled days in the expansive dining area with its large cedar doors and windows offering views to a private courtyard, while a smaller meals areas caters for the daily routine.,Further home attributes include a central bathroom with stone-top vanity, shower, and a deep bath, a sunken study with exposed beams and rough-cut brick feature wall, courtyard entries front and rear with established gardens, double garage with remote and dedicated workshop, storage shed, separate laundry, ducted heating, and reverse cycle cooling.,Zoned for Glen Waverley Secondary College and Mount View Primary School, and in walking distance to Glen Waverley Station and The Glen Shopping Centre.",Adrian Goegan,0422118211,Amanda Chen,0450329339,143382364,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5b92c4ad7be98f9c8c5cbd284c86d092883cb8c242903f83e6290646b7871075/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/51910ae8a38eb463f298f40d3d3341ce80e642f0e9c2b7561ddfa3783276d0cf/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/51910ae8a38eb463f298f40d3d3341ce80e642f0e9c2b7561ddfa3783276d0cf/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9b34b772ec385b5e4fc105f02516f6b943f64d3ba8b0b113f34eda191261c1f3/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/f875964c01310424af62c471f81f080841d308e9f11c9a6b595133d5b1c89eef/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-143382364
"57 Orchard Street, Glen Waverley, Vic 3150","$1,800,000 - $1,980,000",4,2,657m²,3,"On 657sqm with a wide 20m frontage approx and a rear western aspect that's ideal for the modern layout, this parcel offers opportunity in the elite school belt of Glen Waverley. Currently a comfortable dual living family home that will serve your needs for many years to come while you make your grand plans STCA. ,In a pocket that's a quick walk to Wesley College and within easy reach of Huntingtower and Avila as well as being zoned for Glendal Primary School and Glen Waverley Secondary College. Pick up a walking trail or head to one of the many little parklands in the neighbourhood streets that also host Scouts and tennis clubs for the kids. Choose between Pinewood, Burwood One and The Glen for a range of shopping, eateries, groceries and services. Also close to Monash Aquatic Centre, buses, Syndal train station,The current home has been updated and comprises a formal living and dining zone through to a meals and kitchen that's appointed with 900mm gas cooktop, stone benches and terrific storage. Four bedrooms are served by two bathrooms (one with tub) and a separate laundry with yard access. This spacious home also features hardwood floors, gas ducted heating, RC/AC, aluminum windows, shed and a double carport through to garage. ",Ming Xu,0400655610,Eric Liu 刘闯,0410102466,144753744,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/3737f14f1bf1fb814627e045b4f562199461dac0d78ff98cb77d7d2fa98c832b/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/7fa045f079819e5b3685217b8a8a8237488ec8fa43c71131cf3eecec07659e47/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/7fa045f079819e5b3685217b8a8a8237488ec8fa43c71131cf3eecec07659e47/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9a69c30592eaae4bc571c992fc34b8b6c90b26aa810ac0c89cae66cc5e36239c/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/6af26ae132e937cccf7ef0cf752b9d503925915ec3b57bbfc7fc1b7bba821f83/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144753744
"11  Glen Tower Drive, Glen Waverley, Vic 3150","$4,000,000 - $4,400,000",5,4,655m²,2,"A scintillating showcase of modern glamour, this 6-month new 60sq (approx.) residence exemplifies the very definition of the modern mansion.,Claiming a stately corner in the dual school zone for Mount View Primary & Glen Waverley Secondary College (STSA), the European style manor presents with the exquisite detail of coffered ceilings, dramatic pendant lights, and luxury marble finishes to move your family to the upper echelons of contemporary living.,Most distinctive is the family wing's towering 3.5m ceilings which bring a sense of airy grandeur to the north facing living hub.,Two kitchens divided by a clever viewing window offer professional catering credentials with a showcase marble island bench and a German Miele appliance suite (2 gas cooktops, 2 ovens plus coffee machine and plate warmer).,With 3 grand living spaces in which to relax and entertain, and a rumpus with its own kitchenette and mini bar, the lavish floor plan allows you to provide zoned areas for the family and guests.,An artistic selection of ceramic basins, Hamptons style chandeliers and home automated blind, light and security controls assure you of every modern comfort.,Parents are afforded beautiful mountain views from their private master suite, with a luxury spa bath, twin basin vanity and hideaway shower in the palatial ensuite, and a walk-in robe designed with custom jewellery and accessory drawers.,It's a privileged lifestyle that awaits with secure remote gates, a double garage with internal entry, zoned heating and refrigerated cooling units and a low maintenance garden with grand pillars on the patio – superbly located just a 5min drive to The Glen, Glen Waverley train station and Glen Waverley Secondary College, and a 7min walk (600m) to top performing Mount View Primary.",Anna Du,0439417961,Jackie Chen,0433722913,144756268,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/ce63c10bfd0fcdc16565c951d922fd722ac878627041f04ca1a26f08c243c1bc/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/fd94e1c2831fc871facba56ef0b9e378fbc2959e59f101be6e2c23f1eed52577/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/fd94e1c2831fc871facba56ef0b9e378fbc2959e59f101be6e2c23f1eed52577/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/93adfd8fcbab38c4204dcef273966b4838cf49d7daa4a09601cd3e246acc01f7/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/9150a57c5812ca70f3ac02e89f7d7c337f3cf23df0d6c39244ac165552d01222/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144756268
"46 Madeline Street, Glen Waverley, Vic 3150","$2,280,000 - $2,350,000",4,2,726m²,2,"This elevated, large family home on a generous 726m2 corner block is a rare find!,In the coveted Glen Waverley Secondary College zone, only a short walk away, this North Facing home positioned on the high side of the street is only footsteps from everything you could need.,Come see to appreciate its generous proportions catering to the whole family and just perfect for renovation, or start again with a magnificent new home or multi-unit development (STCA).,This property includes 4 generous sized bedrooms, 2 bathrooms including master with complete walk-in robe and ensuite. Multiple living areas and huge wraparound balcony with stunning mountain views complete with a large 20m approx. street frontage and elevated corner block.,Offering a quiet location complete with views of the Dandenong mountains, buy with confidence knowing you are so close to The Glen shopping centre just a short 2 minutes stroll away including Kingsway dining precinct, top schools including Wesley College, train station, Monash Freeway and a lot more. Don't miss out!",Kathleen Kuang,0439552788,Sam Rossello,0411759059,143241612,"https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/5b92c4ad7be98f9c8c5cbd284c86d092883cb8c242903f83e6290646b7871075/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/35a3e1d1631b41cf76d430468852499625a573bd0f082d28bb13848e5b83e7c9/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/35a3e1d1631b41cf76d430468852499625a573bd0f082d28bb13848e5b83e7c9/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/278f57421d0036770064a783f5e50103f7ba7d93d5d8929692da986db98665bf/image.jpg,https://i2.au.reastatic.net/800x600-resize,extend,r=33,g=40,b=46/b4454d6ef24314fe5e4c69e34cae0224309bc72c89d29ca24f1b3f06ffe1ab35/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-143241612
