Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1Name,Agent1Number,Agent2Name,Agent2Number,PropertyId,Pictures,Url
"616/39 Kingsway, Glen Waverley, Vic 3150","FOR SALE $590,000",2,2,,1,"•	Lifestyle Hub: This property is nestled in a lifestyle hotspot, with Kingsway restaurants, The Glen Shopping Centre, Glen Waverley Train Station, and the bus terminus right at your doorstep.,•	Top-Rated Schools: Enjoy the convenience of walking distance to Glen Waverley Primary, Glen Waverley Secondary, Wesley College, and nearby parkland, making it an ideal choice for families.,•	Bright and Open Living Space: Filled with an abundance of natural light, the open plan living, dining, and kitchen area seamlessly flows on carefree floorboards. The kitchen features white cabinetry, stone benches, and high-quality Bosch appliances, including a gas stove, oven, and dishwasher.,•	Prime Contemporary Lifestyle Living: This Ikon apartment stands as a headline act in contemporary lifestyle living, situated in the vibrant heart of Glen Waverley.,•	Stylish Design and Premium Appointments: It impresses with its splendid design and stylish appointments, making it an ideal choice as a lifestyle hub or a lucrative rental investment within the Glen Waverley Secondary Catchment (STSA).,	,•	Inviting Outdoor Retreat: Step outside through sliding doors onto a delightful balcony, perfect for sipping champagne with friends or enjoying your morning coffee in the outdoors.,•	Luxurious Bedroom Suites: Each of the two bedrooms boasts mirrored built-in-robes and their own ensuite bathrooms, adding a touch of luxury to everyday living.,•	Convenience Features: The apartment also includes a Euro laundry, split system heating/air conditioning for comfort, and a secure basement parking space.",Alan Zhang,04022000...,Darryl Wickham,04105547...,143062408,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4e8d0ac63b166be2a458d10798bfd0c2b4b2c33d4d744a092ea341fd4fa8ae8b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4e8d0ac63b166be2a458d10798bfd0c2b4b2c33d4d744a092ea341fd4fa8ae8b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6282786c8618f5f403ad99fb7efc4e21033660b0f08f69cb1bc1ce7547ad6b34/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/5c0ce215b62ad3c79519f9e1de91246063fad4fd76be964fd4b2af0dc83d65be/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/fc25d3ed1f8b78d2e55bcb7e508c6fcd4320fa579ae9a797c07eb0e1e75546ff/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-143062408
"19 Glen Road, Glen Waverley, Vic 3150","$3,600,000 - $3,900,000",5,5,727m²,2,"Offering grand proportions that will be absolutely loved by families, and showcasing an array of sleek designer detail and amazing versatility, this breathtaking 5 bedroom + study, 5.5 bathroom palatial residence is a celebration of dual level living in a tremendous Glen Waverley location!,This home is splashed with memorable modern detail, from sleek Jarrah flooring to designer lighting, while the space found throughout both levels of this dwelling is something you won't forget. The downstairs floor is where you can enjoy a range of wonderful living options, which includes an open front formal sitting room, dedicated home theatre which could be used in a number of ways, and the rear north-facing family and dining which offers an exceptional open layout.,Dark granite is a stylish feature of the kitchen which offers a waterfall breakfast bar, trendy pendant lighting, soft-close drawers, stainless steel Bosch appliances, and a full butler's kitchen. The ground level is also enhanced by a guest bedroom with smart ensuite and walk-in robe storage. Upstairs, enjoy 4 more bedrooms which includes the huge northern master bedroom which promises a WIR and dual vanity spa ensuite with double showers. ,There are ensuites to 2 other bedrooms as well as WIR to all bedrooms, with the top floor also featuring a study/office which could be another bedroom, huge living retreat, sublime bathroom, sizeable balcony, and a 2nd balcony. Upstairs also has absolutely stunning views of the mountains! Other property extras include a downstairs powder room, laundry, zoned ducted heating and cooling, ducted vacuum, secure alarm, video intercom, north-facing entertainer's deck with BBQ, landscaped garden, rainwater tank, and a double remote garage via remote security gate. The property also delivers 70 squares (approx.) of total living!,In the Glen Waverley Secondary College zone (STSA), you can walk to The Glen Shopping Centre as well as Kingsway restaurants and shops, as well as being so close to Hinkler Reserve with playground, Central Reserve, Wesley College, Glen Waverley Primary School, buses, Glen Waverley Station, Eastlink, and Monash Freeway.",Eric Liu 刘闯,04101024...,Ming Xu,04006556...,143448236,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/cb28f97ac758dd6f707ac71652ca26892907438430f470e045f9cd8a56b7cfeb/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/cb28f97ac758dd6f707ac71652ca26892907438430f470e045f9cd8a56b7cfeb/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6e97a69567505e553ca02bf5cd56a7037576b5e937ce0edf5f4c4e4b079e2bf4/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/f95ac94ccffd093ee2bf756bf33f998a5dfc76601885bb15ab41a9f6ba7d859f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6ceed4682be71554ff862cd7d3a15fbf71c51091ccdddcb167fded7ea17a0ef6/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-143448236
"2 Excalibur Avenue, Glen Waverley, Vic 3150","FOR SALE $1,430,000",3,1,671m²,1,"Illuminated with natural light and stylishly renovated throughout, this gorgeous home entices family to move in and enjoy the pleasures of modern style in the sought-after Legend Park Estate within Highvale Secondary College & Camelot Rise Primary Catchments (STSA). Flowing underfoot, contemporary floorboards take you from the entry hallway through to the light-filled lounge room boasting split system heating/air conditioning, while the adjoining dining zone and kitchen include waterfall stone benches, new appliances including dishwasher plus a breakfast bench. The home offers three robed bedrooms serviced by a renovated bathroom with toilet, powder room and laundry with stone workbench. Situated in a superb location, walking distance to Camelot Rise Primary, Highvale Secondary, Capital Reserve, Dandenong Creek Trail and buses, near The Glen Shopping Centre, trains plus Monash and EastLink Freeways.  ,Photo ID required at all open for inspections.",Alan Zhang,04022000...,Darryl Wickham,04105547...,144185236,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6b170a655ab568eb1c66ba34e58be200c51705a7ada433e0957e4fe6b2c06ab9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6b170a655ab568eb1c66ba34e58be200c51705a7ada433e0957e4fe6b2c06ab9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/30c0f5fd9fa1e7b601b72b029c9d4a01dfe31905b99553fb44712f57914554bf/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/7145e3f8624c954a3c877364c302228dac3e0aa9f3ea4057a2f6f286da73c84d/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0231a694b70dd47dce2488a70ffff6a40393db025c365256485cf0e7b3ff0045/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144185236
"1/30 Jordan Grove, Glen Waverley, Vic 3150","$1,900,000 - $1,990,000",4,4,736m²,2,"Substantiated by its striking design and superior detailing, this brand new own driveway, own frontage home offers maximum comfort with its spacious, sun filled interior and superior placement only moments from The Glen Shopping Centre. ,Oriented to engage with northerly sunshine, the open plan living and dining zone provides the perfect setting for the family to come together and features fashionable floorboards and high ceilings throughout. ,Effortlessly adjoining this space is a glamorous kitchen boasting indulgent stone benches, Miele oven, Fotile gas stove, Miele dishwasher, soft close cabinetry plus an island breakfast bench, with sliding doors opening onto the north-facing courtyard. ,Adding ground floor luxury, the home includes a ground floor bedroom with built-in-robe and own ensuite, along with a powder room and laundry adorned with a stone workbench. ,Arriving upstairs, you're presented with a carpeted retreat plus three great sized bedrooms all with spacious robes and their own ensuites featuring floor-to-ceiling tiles and stone topped vanities. ,Quality equipped with ducted reverse cycle heating/air conditioning, high ceilings, video intercom, double glazed windows, LED downlights, water tank, garden storage shed plus a double garage with internal access and rear roller door access. ,Situated in the Brentwood Secondary Zone (STSA), near Caulfield Grammar, Glen Waverley South Primary, Central Reserve, The Glen, bus stops, Glen Waverley Station, Monash Aquatic Centre and freeways. ",Anita Meng,04100008...,Nuria Jewell,04500008...,143727328,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/a3609d1010e71df7401efa4b2c05ca4040c1b8a64b04fa513fc544483931fa1c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/592633fb92a1588bfec77b34f8ac4eedbfe05152d00289ebf5caeb7559af8f02/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/592633fb92a1588bfec77b34f8ac4eedbfe05152d00289ebf5caeb7559af8f02/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/60cd01658f06cb90d8a5b803ae81a873cb337544e21d9196fdde0589e49c847a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/5086a951044b5e82ea415df647c3f5f0249565e5c2b8ca3af4fb87b60ad28422/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-143727328
"17 Kristen Close, Glen Waverley, Vic 3150","$1,630,000 - $1,650,000",4,2,643m²,2,"Presenting an exceptional blend of modern style and single-level convenience, this beautifully renovated north-facing home represents a captivating opportunity for those in search of move-in ready comfort.,A stylish persona and brilliant natural light create a contemporary feel throughout a sun-soaked living/dining domain, sleek kitchen/meals area featuring new European stainless steel appliances and stone benchtops and spacious outdoor surrounds.,The main bedroom is fitted with a dual-vanity ensuite/WIR and is accompanied by 3 additional bedrooms and luxe fully-tiled bathroom with fashioned fluted shower screen, rose gold shower head and tapware. Ducted heating, an alarm, low-maintenance yard and double carport add further luxury to this welcoming residence, along with a prized location within the Mt View Primary and Highvale Secondary zones, moments to Kingsway eateries, The Glen Shopping Centre, Glen Waverley train station and numerous parklands.",Lily Chen,04037078...,Sean Lin,04520503...,144326040,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/aabd1dda3a69ef1dcc728a0769da34bea77589ae4b3c04a5728d3ec10357adf5/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3e0590a4eaf5a64139e845a929cdaf0ad4c55a28331ee2924fe25ba07f7b8b6f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3e0590a4eaf5a64139e845a929cdaf0ad4c55a28331ee2924fe25ba07f7b8b6f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/fc8ae0c0f28bd8ccfd89c775f87ca7f2365c8be8170284bae2ac5d226c330d6a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4864d81f311386982c97cc7cae6a54b1217e1f539e3c685800c4c70402b33a60/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144326040
"101/22 Shirley Avenue, Glen Waverley, Vic 3150","$540,000 - $594,000",2,1,,1,"With a guarantee to deliver supreme quality with a strong emphasis on ultra-contemporary and open design, this exceptional unit allow buyers to live the phenomenal Glen Waverley lifestyle they've always dreamed of.,A striking external façade over two stunning levels makes way for only 11 apartments inside making this a truly boutique complex. You'll love the exquisite finishes in this two-bedroom residences, which is characteristic with ""L"" shape huge balcony, includes engineered oak timber floors, quality wool blend carpet, reconstituted stone benchtops, porcelain tiles, and premium tapware just to name a few inclusions.,This unit will further enjoy spacious entrance, open plan lounge and dining, deluxe kitchen with stainless steel modern Bosch appliances, bedrooms with built-in robes, well-appointed bathroom, laundry, Mitsubishi heavy industries reverse cycle air conditioner, Rinnai Hot Water System, secure intercom entry and CCTV surveillance system and a secure car space plus a storage cage.  It will be hugely appealing to first home buyers, downsizers, and investors.,It is also located in the Glen Waverley Secondary College school zone and is near The Glen Shopping Centre and Century City Walk, great local shops and restaurants, Glendal Primary School, Wesley College, Glen Waverley North Reserve, and Syndal Station.",Kathleen Kuang,04395527...,,,137750426,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/eee27cec26acce04d66ec4d24ad3de31950f6f732a91f35cae6ed1db00f30d21/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/eee27cec26acce04d66ec4d24ad3de31950f6f732a91f35cae6ed1db00f30d21/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/70d87e50c21b3742a4409b34abe49f27344321e10f54621f047531b9d32bb10f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/5626f44acf1965e02491c1c1aa2965aa97c2dad36c3ac01e20a61d680afcba4f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/316ac2de73a97cd163e5c3cfd56e571bcd0d56834241f77fcc76845d0ddfa193/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-137750426
"2 Kerferd Road, Glen Waverley, Vic 3150","$1,450,000 - $1,550,000",5,2,808m²,2,"Instantly appealing for its stylishly renovated interiors, warm ambience and generous outdoor dimensions (808sqm approx), this inviting home is ready for immediate family enjoyment with plenty of space and potential to redevelop in the future if desired (STCA). Platinum presentation and timber floors welcome a light-filled living/dining domain, accompanied by a well-appointed stone kitchen and huge family room. 4 robed bedrooms are conveniently placed on both levels and serviced by 2 stunning bathrooms, while ducted heating, split system AC, under stair storage, study/5th bedroom huge backyard, double garage and off street parking add further comfort. Enjoy as is, or seize the reins and shape your future to build a luxurious new home or multiple townhouses (STCA), minutes to Brentwood Secondary College, Glen Waverley South Primary, Monash Uni, Brandon Park Shopping Centre, The Glen, public transport and Monash/EastLink Freeways.",Tori Liu,04304798...,Calvin Huang,04336257...,144579744,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/cfad03296c58462d84120c2dc5d99d27c1037c90d72f82eca4831425465b6d69/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3ff881a110206c08e43805769e30f90a66ca42a0611bc5e2528e705033e37e7c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3ff881a110206c08e43805769e30f90a66ca42a0611bc5e2528e705033e37e7c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ef4406001f4523970295605bfc212b09ee4aeec74457023fe1c272dedc90c78a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d4808fb248cf0d180bc2ff50b9af5dce977046bc00b0ec289b8479b4521ad537/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144579744
"726 High Street Road, Glen Waverley, Vic 3150","$2,600,000 - $2,860,000",5,4,714m²,2,"Elevating the concept of upscale living to unprecedented heights, this 5 bedroom, 4 bathroom contemporary residence radiates opulence and refinement through its impeccable design, meticulous attention to detail and multi-zoned layout. Crafted to offer an executive lifestyle, grand double doors and an impressive entry foyer welcome a formal lounge and sitting room, flowing through to a vast open-plan living/dining area with gas pebble fireplace and seamless connection to an enclosed alfresco. The state-of-the-art kitchen is luxuriously appointed with quality Neff appliances, stone surfaces, island bench and Butler’s kitchen – sure to create a sensational culinary experience. Further attributes include keyless entry, theatre room, lavish master suite with twin spa ensuite, powder room, upper-level retreat and living room opening to a sunny balcony, alarm, heating/AC, ducted vacuum, auto entry gate, huge double garage and ample off street parking. Located in a premier pocket within the Glen Waverley Primary and GWSC catchments, a walk to The Glen, Kingsway, train station, Wesley College and parklands.",Jared Wei,04132608...,Sue Li,04995564...,144581120,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/15a99c50b831781c07051d87587fed5e4d47b35347082d3f02fa7a27ea0bca81/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/59626abbe0966600677e682d2edb04ea0a2d9bcb844c9574b1a2a9b24dfb8411/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/59626abbe0966600677e682d2edb04ea0a2d9bcb844c9574b1a2a9b24dfb8411/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2abac82b4dad77b33e17a3440b0cc98b7424461d31bb01c6bce0cfa16cf13f9c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/277103d622acaec90856038f2f88a6cb3be1b2bbc282fcb511e1f1a1eacbd059/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144581120
"1/9 Chivers Avenue, Glen Waverley, Vic 3150","$850,000 - $900,000",2,1,440m²,2,"It's with great pleasure that First National JXRE present this single level unit. Infused with sunshine and stylish appointments, this single level residence presents an affordable option for first homebuyers, downsizers and investors keen to secure a lifestyle abode in the sought-after Pinewood Primary and Brentwood Secondary zones. ,Perfect for those considering starting a family, the home's layout provides plenty of indoor and outdoor space with the layout embracing two good-sized bedrooms, each with built-in-robes and serviced by a dual vanity bathroom with toilet and separate 2nd toilet. ,Large windows ensure the lounge room remains bright throughout the day, while the meals zone connects through to the kitchen complete with an upright oven/stove plus ample bench and storage space. ,Further complemented by a good-sized backyard where children and pets can play, split system heating/air-conditioning, easy-care flooring plus a single garage and driveway parking space. ,Walking distance to Pinewood Primary, Pinewood Shopping Village, Notting Hill/Pinewood Tennis Club, Janice Road Reserve and buses, whilst close to Monash Uni and Monash Freeway. ,*Photo ID required at all First National JXRE open for inspections and auctions. First National JXRE may refuse to provide further information on the property should you prefer not to disclose your full contact information including phone number. Please note that properties listed for auction may be sold prior,Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospect purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquiries and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs.,http://www.consumer.vic.gov.au/duediligencechecklist",Ethan He,04775883...,John Mu,04337681...,143711104,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e9535690067a6567c1fbd89c357d260f36ac4e72e4740e33a265fff50d1d96ce/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e9535690067a6567c1fbd89c357d260f36ac4e72e4740e33a265fff50d1d96ce/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/894fce66d29492b41b01251d74d4da800791b7ce35153e3b4fd2e7bd5f84bbd8/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0f0ca62b013dcf144a06228a5089ef89b5eec341441c05148221a5b83e42256c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/b887629e8d226e9ef1514c56c40b10ecef6d1408f21ed71121345eb97868946a/image.jpg",https://www.realestate.com.au/property-unit-vic-glen+waverley-143711104
"3/1 McKelvie Court, Glen Waverley, Vic 3150","Auction $750,000 - $825,000",3,2,240m²,2,"A private position in the leafy ‘England Gardens’ estate makes for relaxed living close to Pinewood Shopping Village, Pinewood Primary, Notting Hill Tennis Club and Monash Fwy.,Set behind charming picket fences, number 3 claims a quiet corner and offers secure internal entry via a single garage.  ,An extra car space on its driveway and nearby visitor parking also gives you options for those with 2 cars.,The elegant brick and rendered town home adds to its charm inside under high ceilings, with floating floors throughout and plenty of natural light across both the living rooms and bedrooms.,The two-storey floor plan is thoughtfully designed with the front living room, meals area and study attracting lovely light through the generous windows, and a second living area upstairs adding to the sense of space.,Stylish black stone top benches, high gloss cabinets and Blanco appliances grace the kitchen. Two bathrooms include a family bathroom with both bath and shower, and an ensuite with its own private shower and toilet.,It’s the perfect modern family setting with low maintenance freedom, with common gardens to enjoy, close to all the essentials including schools, shops, parks and sporting facilities and the Monash Fwy city to coast connection behind a sound barrier.",Steven Yuen,04126434...,Bruce Liu,04245761...,144581988,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/abcd48fb4670c28a3320c67240af78c7222022014e315d0559ad39a8d454d3c9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/abcd48fb4670c28a3320c67240af78c7222022014e315d0559ad39a8d454d3c9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/bc335715fb62dc71d068e1458be5c9022af8456d5d1541ab99deb3f31ca3132c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6d15e709bc52b2a21d5e4fde12e0541ab51551b44e09e719acd94bbfeed5e061/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/28970b2273f25c0885081533afcb81974b4d8776f5037f92c0fc1d390de8616e/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144581988
"3/12 Chivers Avenue, Glen Waverley, Vic 3150","$900,000 - $990,000",3,2,312m²,2,"Welcome to your perfect sanctuary, where comfort and convenience harmonize seamlessly. This townhouse presents an ideal living space, featuring a master bedroom downstairs and two additional bedrooms upstairs. Whether you're unwinding in the expansive living areas or hosting gatherings in the stylish kitchen, this residence offers a versatile and welcoming atmosphere for modern living.,Enjoy modern amenities including split system cooling and heating, a gas cooktop, and timber flooring in the ground floor living area. Brand new carpets adorn all bedrooms and the living area upstairs for added comfort. With only 3 units on the block, this property is situated at the rear for added privacy, with private access to a street/walking laneway leading to nearby Pinewood Tennis Club and Callaghan Reserve.,For families, rest assured knowing that top-ranking schools such as Brentwood Secondary College and Pinewood Primary School are within school zone, providing exceptional education opportunities for your children.,Discover the pinnacle of suburban living where every comfort is within your grasp. Don't let this opportunity pass you by - make this townhouse your new home, where convenience intertwines with luxury to create an unparalleled living experience.,Immerse yourself in the ease of suburban life with effortless access to major shopping centers, public transport hubs, and major highways. Explore the vibrant shopping scenes of Glen Waverley Shopping Center and Pinewood Shopping Center or hop on a train at Glen Waverley Train Station for convenient travel. With the M1 freeway nearby, adventures in and around Melbourne are within easy reach.",Jack Qi,04519785...,Effie Ma,04739877...,144583124,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/50cd87c398489c940258bef116d7dcd041112df109566c272d932d5db51b8b3d/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0c5cfd0d071811c8aca0618bbba162e334aa6fc7aca97c756e6f318a494382c5/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/0c5cfd0d071811c8aca0618bbba162e334aa6fc7aca97c756e6f318a494382c5/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/7a85dc7c99ea4f167573d0cb500a2a4498fc8215c757ebb97baf0ffd59526dfa/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1ceba9bb00994a5100d77adb132762c35c0d06da23fac8a49ee34053b8111235/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144583124
"2/33 Tobias Avenue, Glen Waverley, Vic 3150","$1,580,000 to $1,680,000",4,4,,2,"Indulging your good taste with seductively stylish appointments and spacious proportions, this brand-new, family-sized townhouse promotes practical family living with its sleek low-maintenance design and premier position within the admired Brentwood Secondary zone (STSA).,Instantly fashionable with an open plan essence, the home has been crafted for an easy lifestyle with the living, dining and kitchen domain impressively appointed with stone benchtops, stone splashbacks, soft close cabinetry, Miele appliances (900mm gas cooktop and oven), integrated Miele dishwasher plus a breakfast bench adorned with waterfall ends.,Linking the indoors with the outside, sliding doors extend onto a splendid entertainer's deck that's perfect for outdoor dining, accompanied alongside by a delightful lawn area.,Desirably placed on the ground floor, the guest/4th bedroom boasts a walk-through-robe to ensuite and sliding doors opening out to the side of the home, supplemented by a powder room and laundry. Whereas the upper level comprises the three remaining robed bedrooms, two featuring built-in-robes and ensuites, plus the master bedroom with fitted walk-in-robe and twin vanity ensuite.,Packed with a selection of thoughtful extras such as high ceilings, keyless entry, split system heating/air conditioning, LED downlights, water tank, garden shed plus a double garage with internal access.,Magnificently situated in the Brentwood Secondary College zone, close to Caulfield Grammar, Glen Waverley South Primary, Jells Park, The Glen Shopping Centre, Glen Waverley Train Station plus Monash and Eastlink Freeways.",Brandon Chuah,04339891...,,,143899220,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/394a64ee052f92663e9747f652aa88b945c4a613ab78205c52c659867f349501/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/394a64ee052f92663e9747f652aa88b945c4a613ab78205c52c659867f349501/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2326d1a998fc246855d1d1f19226f4c16710026906ecf65afe3c0fd95e119a5e/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/91e60a6a53ebef62e5cd58cc1ce2f469dad19593b89f67d39822c104433fa044/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6082ddddab54776ab6c24a391965f348543752adff2626823f73e27cc06e5887/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-143899220
"2/318-320 Blackburn Road, Glen Waverley, Vic 3150","$860,000",2,1,,1,"This well-maintained unit is bathed in natural light and stunning timber floorboards flow throughout. Nestled quietly at the rear of only 4 units on the block it is located within the esteemed Glen Waverley Secondary Zone (STSA).,Featuring 2 separate living areas including a generous lounge and dining room flowing through to an updated kitchen and meals area with a tranquil sunny outlook. The kitchen is enhanced by an abundance of cabinetry, a gas cooktop and electric oven.,Accommodation comprises of two spacious, robed bedrooms serviced by a well-appointed bathroom including a bathtub plus a separate toilet. Extra comforts include ceiling fans to bedrooms and living room, a sizeable separate laundry, lock up garage, a private courtyard and low maintenance garden surrounds.,Centrally located in a prime location with public transport at your doorstep and a short stroll to the train station and Syndal South Primary, with easy access to The Glen Shopping Centre, Century City Entertainment centre, Wesley College, Huntingtower School, Valley Reserve, walking tracks and Monash and Eastlink Freeways.",Frankie Jayne,04393284...,Robert Namour,03980304...,143569024,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/34292168260fb2c1887bced340909061f6310eb381874b0034942ad1e2036f5a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/34292168260fb2c1887bced340909061f6310eb381874b0034942ad1e2036f5a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4fae3cb6e2ffde84355533e7338b413e074f536135adbc4cb2ebf1b3ca45c8d8/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/346bc94b14036d706effcc9d63d961a8bfbc9587546c583a47c0c2ccdb337080/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/97b917ffd96ad6fdab7a6fbc30b01ef9a5e057826d8fd7c248fc3fbacaaeb919/image.jpg",https://www.realestate.com.au/property-unit-vic-glen+waverley-143569024
