Address,Price,Bed,Bath,Area,CarSpaces,Specification,Agent1,Agent2,PropertyId,Pictures,Url
"32 Clifford Street, Glen Waverley, Vic 3150","New Price $2,300,000 - $2,400,000",3 bedrooms,2 bathrooms,661 m² land size,2 parking spaces,"Situated in a prime location and in arguably one of Glen Waverley's most sought-after streets, get ready to reap the rewards of this grand land and premier residential proposition on this 724m2 (approx.) allotment.,Combining this privileged position with premier potential, much-loved home offers the perfect live-in or rent-out opportunity for the family keen to build a palatial mansion in central Glen Waverley with Glen Waverley Secondary College only meters from your doorstep.,The choice is yours – ready to live in or lease out while you consider plans for the future – renovate, rebuild your dream home or redevelop two townhouses (STCA).,Enviably situated in the GWSC Zone, only a short walk from Wesley College, Glen Waverley Primary, The Glen with its recent renovations, Glen Waverley Train Station, the culinary delights of Kingsway, whilst within close proximity to both Monash and EastLink Freeways.,Disclaimer: We have in preparing this document used our best endeavours to ensure that the information contained in this document is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. The fixtures, fittings, appliances and services have not been tested and no guarantee as to their functionality or efficiency can be provided. Distances and timings are approximate. Prospect purchasers should independently verify the information contained in this document and refer to the due diligence check-list provided by consumer affairs. Click on the link for a copy of the due diligence check-list: http://www.consumer.vic.gov.au/duediligencechecklist,    ","Andy Lou,04332916...","Belinda Leng,04321563...",142789908,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/9aa731cb9ea5749eba9ac5394e0ad0a9ae7f1bbebc597ab127927fdfab8aa412/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/9aa731cb9ea5749eba9ac5394e0ad0a9ae7f1bbebc597ab127927fdfab8aa412/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e684898219824e775df5069b6aa60097a56a3ff37735a6d6705f595d67f08fab/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/df19b910691fb5a22d8d6053361807cb56a62e454851aa9789829810f5b40309/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2d6874a60b9dd68282b1c0c6bc16efe62843042ce85ccaf646231294ad663da0/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-142789908
"7 Ralton Avenue, Glen Waverley, Vic 3150","$3,500,000 - $3,800,000",5 bedrooms,4 bathrooms,736 m² land size,2 parking spaces,"Dedicated to design excellence whilst delivering the highest level of luxury, this near new home indulges every aspect in life whilst promoting premium appointments, CBD views and prized placement in the Mount View Primary and Glen Waverley Secondary Zones (STSA). ,A celebration of quality craftsmanship, the home unfolds to reveal glamorous parquetry flooring that guides you through to a formal lounge room boasting designer lighting plus a Heat & Glo gas log fire. At the heart of the home, a double height void helps to filter light throughout, while the private theatre room comes equipped with a projector, screen and speakers and looks out towards the temperature controlled Visscool wine cellar. ,Beckoning gatherings with friends, the expansive kitchen, meals and family room is a culinary showpiece that embraces porcelain benches, Miele double ovens, Miele induction stove, integrated fridge/freezer, island breakfast bench plus a butler's kitchen boasting a Miele gas stove and Miele dishwasher. Offering a seamless transition for indoor-outdoor entertaining, glass doors with retractable flyscreens open onto an expansive entertainer's deck that's partially covered and accompanied by a synthetic turf backyard. ,Upstairs, a rumpus room provides a recreation sanctuary complete with a wet bar and accompanied by four of the five robed bedrooms including a guest bedroom with walk-in-robe and dual vanity ensuite, plus a lavish master suite with CBD views, deep balcony, dressing room and indulgent double shower ensuite. On the ground floor, the 5th bedroom benefits from a walk-in-robe and dual vanity ensuite, while the 4th bathroom rests upstairs and is supplemented by a ground floor powder room and fitted laundry with storage room and workbench. ,Finished to perfection with a 10kw solar panel system, Daikin 10 zone ducted heating/air conditioning unit, CCTV cameras, alarm, video intercom entry, keyless entry, double glazed windows, quality curtains and light switches plus a double garage with internal access and driveway gates. ,A masterpiece in every sense of the word, close to Mount View Primary, Glen Waverley Secondary, Caulfield Grammar, The Glen Shopping Centre, buses, Glen Waverley Station, Jells Park and freeways. ","Julie Wells,04088857...","Alice He,04344158...",144564724,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3322916880d47ab6d3eb20aa8d089c79ae3f2b66d5f12760745d0b183f7370fc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8a57f3ddd94ad78ca1b6062a7377de1bb8e40cafe7fb32f455927a11318c781f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8a57f3ddd94ad78ca1b6062a7377de1bb8e40cafe7fb32f455927a11318c781f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/f9762c6291b8f0483f7daeb24deb725a2645b6c89515f3ee6a17f1328bf93dbd/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/bd8c63045052bc94b1b552213eb363b473ded70a225901fdf9544ea576247f62/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144564724
"Grande Floorplan/42- Capital Avenue, Glen Waverley, Vic 3150","$335,000 - $360,000*",,1 bathroom,,,"Welcome to a new way to have a placid and serene lifestyle in the compact and comfortable Grande floorplan. Don’t miss this opportunity to live in one of our Grande apartments at Highvale.,Some of the key features of this Serviced Apartment floorplan include:,• open plan style kitchenette and living area,• generous bedroom with a built-in or walk-in robe,• private and modern bathrooms,• some apartments also have a European style laundry for your convenience,• enjoy different views, such as a balcony, a private courtyard, or a courtyard view depending on the location of the property you purchase.,About Highvale Retirement Village by Keyton,Nestled close to Glen Waverley's scenic parklands and nearby shopping centres, Highvale Retirement Village offers a modern setting for your dream retirement lifestyle. This sustainable, pet-friendly community boasts climate-conscious landscaping and communal vegetable gardens, ensuring a relaxing and enriching retirement lifestyle. Whether you prefer a well-appointed villa or the added support of our serviced apartments, Highvale offers a range of living options to suit your preferences.,Immerse yourself in exceptional amenities and a vibrant calendar of social events set against a relaxed suburban backdrop.,Highvale Village amenities include;,• Community centre,• Gym facilities,• Village bus for shopping and outings,• Library and welcoming communal spaces,• Regular visits from hairdressers and podiatrists,• Newspaper and chemist deliveries,• 24-hour emergency call system,Next Steps,We welcome you to book a village tour to learn more about the floorplans on offer and the lifestyle you could lead in Keyton’s Highvale Serviced Apartments. Book a tour with us today!,*Prices correct as of November 2023. Photographs are for illustrative purposes. Some images may depict items not provided by Keyton within the units, such as furniture and other decorative items.","[('Courtney Di Gregorio', '18005505...')]",,143034020,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/project/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2208e278ce76e690bbc379e04ef9f9e7094e2c6045ce050d2fbfbaccdbe9b1e7/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/www.realestate.com.au/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/listing/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/agency/image.jpg",https://www.realestate.com.au/property-serviced+apartment-vic-glen+waverley-143034020
"32 Roberts Street, Glen Waverley, Vic 3150","$1,450,000 - $1,550,000",4 bedrooms,2 bathrooms,750 m² land size,2 parking spaces,"Neatly maintained and providing immaculate move-in ready comfort, this impeccably presented home is sure to captivate with its inviting charm and beautiful light-filled space. A welcoming ambience filters through a pristine kitchen/meals area featuring stainless steel appliances and large north-facing lounge, flowing through to a spacious dining room with access to the entertaining alfresco and generous rear garden with a peaceful terrace. Impressive accommodation is further enhanced by 3 robed bedrooms (main with ensuite) and pristine bathroom, while a family room/4th bedroom, ducted heating/AC, under house storage, cellar, 2 water tanks and single garage add further allure. Zoned for Brentwood Secondary College, walking distance to Glen Waverley South Primary, Brandon Park, The Glen, Central Reserve, train and buses and close to Caulfield Grammar and Wesley.","Di Goldsmith,04171660...","Alaine Fourie,04115130...",144678620,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/75f269bf6a396e81faf05132d3ae0ac85913f7bb5543ef2d375774875c224676/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/75f269bf6a396e81faf05132d3ae0ac85913f7bb5543ef2d375774875c224676/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d03210125d77a454e2128ff33c6dd1bb85a0ae1e54d4fd71eb063c6d2c52d2f4/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4f9c047a79649c1b7d96863016cd5f6b001f45d3e3868fb34e01d318e7d609d7/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/60648e82086e0684af0be55260c04e82e052ad6e89a5d934b13531a724e4d3df/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144678620
"16 Coolabah Avenue, Glen Waverley, Vic 3150",,3 bedrooms,2 bathrooms,658 m² land size,2 parking spaces,"This much-loved home is in pristine condition and is immaculately presented.  Warm and inviting, this home is perfectly situated on a 658m2 block.  This allows an abundance of natural light through large picture windows into every room.  This property has been recently refurbished.  It has been freshly painted inside and out, has new plush pile carpets and new LED light fittings, all complemented by a complete roof restoration.  This well-appointed home has three bedrooms and another large multi-purpose room which could be your study, work from home space, third living area or a nursery.  The large private master bedroom has an ensuite and built-in mirrored wardrobes.,This home is an entertainer's delight, with a central custom-designed kitchen, fully appointed with Miele appliances and also features a combination microwave/second oven, and Corian benchtops.  Welcome your family and friends into the large formal lounge/dining area or the large family/meals area, both adjoining the kitchen.  Enjoy time on the expansive timber deck or under the shade of a mature Golden Elm tree which stands proud amongst a landscaped garden.  Relax in your large indoor Hot Spring Spa after work or unwind in front of your gas log fireplace.,This property is close to many sought after schools such as Glen Waverley South Primary, Brentwood Secondary College, Wesley College and Caulfield Grammar.  An easy walk takes you to Brandon Park Shopping Centre, while The Glen shopping centre, Glen Waverley station and Monash Aquatic and Recreation Centre are all nearby.,Simply move in and enjoy!,Expression of interest closing 16 April 2024 @ 4.00pm,Disclaimer:  Every precaution has been taken to establish the accuracy of the above information but it does not constitute any representation by the vendor/agent and agency.","[('Adrian Santini', '04011996...')]",,144564720,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/dda98b5162cdb62d3caf1263a2387b3b8ab67f6e85250ca9b2ef4110c58ea930/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/dda98b5162cdb62d3caf1263a2387b3b8ab67f6e85250ca9b2ef4110c58ea930/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c7220d58d74392fdeb0f4640de674d65af61dbc2f5e6055e26a37db2cba2ad80/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/f34467846a8500ba92d537ed191a0673cd03742c2034f67a65dbea41d407d9e7/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/be6c14e4c80554807c6e513139140743ff27a7314d4d3ac415e8f58512d7ab59/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144564720
"Cove Floorplan/42-60 Capital Avenue, Glen Waverley, Vic 3150","$90,000 - $120,000*",,1 bathroom,,,"Feel at home in this welcoming and peaceful serviced apartment apartment floorplan with everything you need for a comfortable and stress-free living. Don’t miss this opportunity to live in one of our Cove apartments at Highvale.,Some of the key features of this Serviced Apartment floorplan include:,• a kitchenette,• a living/bedroom space with built-in closets, and a private bathroom,• enjoy different views, such as a balcony, a private courtyard, or a courtyard view depending on the location of the property you purchase.,About Highvale Retirement Village by Keyton,Nestled close to Glen Waverley's scenic parklands and nearby shopping centres, Highvale Retirement Village offers a modern setting for your dream retirement lifestyle. This sustainable, pet-friendly community boasts climate-conscious landscaping and communal vegetable gardens, ensuring a relaxing and enriching retirement lifestyle. Whether you prefer a well-appointed villa or the added support of our serviced apartments, Highvale offers a range of living options to suit your preferences.,Immerse yourself in exceptional amenities and a vibrant calendar of social events set against a relaxed suburban backdrop.,Highvale Village amenities include;,• Community centre,• Gym facilities,• Village bus for shopping and outings,• Library and welcoming communal spaces,• Regular visits from hairdressers and podiatrists,• Newspaper and chemist deliveries,• 24-hour emergency call system,--Next Steps--,We welcome you to book a village tour to learn more about the floorplans on offer and the lifestyle you could lead in Keyton’s Highvale Serviced Apartments. Book a tour with us today!,*Prices correct as of November 2023. *Photographs are for illustrative purposes. Some images may depict items not provided by Keyton within the units, such as furniture and other decorative items.","[('Courtney Di Gregorio', '18005505...')]",,143854160,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/project/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2208e278ce76e690bbc379e04ef9f9e7094e2c6045ce050d2fbfbaccdbe9b1e7/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/www.realestate.com.au/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/listing/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/agency/image.jpg",https://www.realestate.com.au/property-serviced+apartment-vic-glen+waverley-143854160
"9 Settler Court, Glen Waverley, Vic 3150","$1,750,000 - $1,925,000",4 bedrooms,2 bathrooms,475 m² land size,2 parking spaces,"Set in a spacious prestige private court just behind the Monash Aquatic Centre and Glen Waverley Tennis Club is this lovely home nestled in tranquil gardens. On entering you are greeted by the separate lounge on your left, with a dining room or convert to study 5th bedroom to your right, leading through to the open plan kitchen meals family area with its big windows taking in the gorgeous tranquil gardens and sun light. There has been new bathrooms and kitchen installed with caesarstone benchtops, induction hotplates and double oven, giving that modern feel. Upstairs there is an open family games area, full bathroom, a massive master bedroom with sitting area for quiet contemplation or reading your favourite book, along with three more good size bedrooms. You have the comfort of gas ducted heating, evaporative cooling upstairs, and remote door on the double garage. A lovely location for walks or bike rides along Scotchmans Creek Trail and Callaghan Reserve, or for the sports enthusiast the Central Reserve Sporting Grounds, tennis clubs and aquatic centre.","[('Darren Hill', '04187877...')]",,144292012,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/fe2e60368012fc72cef48b6498928400bfd0764148368876cb64ad76d932a3c6/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c5a897840d77dd976c805ee782bdd83d9fd6872ca09a14bfc672ea24e9137663/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/bd1c75d2c5658bcb14ccda2d2e43056a9271715379f68388c66c4fdfb8ea836f/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/632d980204efc80e9fae368af78d7d91d02cbd1d6d6c08ce0435e03e6c631d47/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/9a5386596d22f85748af2f3bed59519be7f13936ded3e8098a4980ca9da6b451/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144292012
"1 Stanfield Court, Glen Waverley, Vic 3150","$1,900,000 - $2,090,000",4 bedrooms,2 bathrooms,780 m² land size,2 parking spaces,"Tailored for the multigenerational family or those keen to work from home or entertain with friends, this peaceful court home sits in the prized Glen Waverley Secondary Zone and offers a versatile layout that's ready to be enjoyed. ,A sweeping porch guides you to the front door, opening to reveal beautiful, polished floorboards that grace the lounge and dining room that's bathed in sunshine and steps out onto an entertainer's deck. ,Relishing its own separate space, the family room rests before an open fireplace, while the kitchen and meals zone features plenty of storage, gas stove, Whirlpool oven and Westinghouse dishwasher. Accompanying this level, you'll find a built-in study zone and three bedrooms, all enriched with polished floorboards and serviced by a bathroom with separate toilet. ,Accessed via both an internal staircase and external doors, the downstairs rumpus room/family room is perfect for in-laws, supplemented by a bathroom/laundry, separate toilet and sliding doors opening onto the paved backyard for outdoor entertaining. ,Further complemented by a home office/fourth bedroom, ducted heating, split system air conditioning, high ceilings, garden shed, three off-street parking spaces beside the driveway plus a single garage. ,Situated on an oversized 780sqm approx., only meters from Glen Waverley Primary, Glen Waverley Secondary, The Glen and buses, near Glen Waverley Train Station plus the benefits of freeway access","Andrew Dimashki,04014577...","Emma Ren,04268916...",144685788,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3edf430b13a7e662ff30285a2e8f8f235e3682c992f584fbe75c7d9891a96ede/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3a00ad6fa2499e650b28f38cdbbc915c98787b7468eee52093ef338809cec418/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3a00ad6fa2499e650b28f38cdbbc915c98787b7468eee52093ef338809cec418/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/49c8e2c22df4520a79d5af3e27183dca10c5b1619136c86488f20b3fd3eefbbb/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/555dcca466f662fa11866e750b0a44ababa6e66c4709a784f045a59707fd6b7a/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144685788
"42-60 Capital Avenue, Glen Waverley, Vic 3150",,,1 bathroom,,,,,,,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/89b21592ba688b01e226defe3f3ff38209c1fb83d7a3f7e2c6fd23d6dc88d4a9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c83dc651381413164e962c1f25a8e69b2043e8ecb946ed89dde9afee1a8ac47b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e98d1d11f46603b7001a2fe2b1d3ae3a0b4baaec7326c0fdebd8116fdd7b77ae/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2400251c827293560fb644e3fb3475f82e40e5d16296999cd05004b7fcc3f095/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6e362dff4911bb3375aed9db8e1dcd8c597288ccd6e8c6927e30c92d662cd34a/image.jpg",https://www.realestate.com.au/project/highvale-glen-waverley-600037524
"37 Larkspur Circuit, Glen Waverley, Vic 3150","$1,100,000 - $1,200,000",3 bedrooms,2 bathrooms,,2 parking spaces,"Advantaged by its tranquil placement in the Larkspur Estate, this low-maintenance home presents families with a sanctuary of calm that captures the beautiful design details of defined spaces and soaring ceilings in the Brentwood Secondary Catchment (STSA). Crafted with care and set towards the rear of the estate, the home's generous dimensions ensure your every desire is catered for and includes a glorious lounge room boasting cathedral ceilings and plantation shutters. A spacious study area is bound to impress those working from home, while the open plan kitchen and dining zone features stone benches and quality Bosch appliances including a gas stove, oven and dishwasher. Stepping out through sliding doors, the rear yard presents a carefree entertaining space and lawn area that's ideally sized for children's outdoor activities. A powder room and laundry complement the ground floor, while the upper level presents a carpeted retreat and three robed bedrooms including a master bedroom with walk-in-robe and spa ensuite, further served by a family bathroom and separate toilet. Enriched with ducted heating, evaporative cooling, split system air conditioning in every room, plantation shutters, LED downlights, under stair storage, garden shed plus a double garage with additional storage spaces and internal access. Centrally situated for easy access to Glen Waverley South Primary, Brentwood Secondary, The Glen, Brandon Park Shopping Centre, Central Reserve, Monash Aquatic Centre, Jells Park plus EastLink and Monash Freeway.,Photo ID required at all open for inspections.","Danny Zhang,04339062...","Tracy Tsang,04186085...",144571420,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/b600cbc6b46de09901f9c88a31f84f9655aa820e8a4678f11ac4e76287ded2e2/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8b372a297a35207229f3560975ed4c4b893815c6c41fc862f071a2547ab301fc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8b372a297a35207229f3560975ed4c4b893815c6c41fc862f071a2547ab301fc/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/54b0b2a1600b29f522657b7c54629fd250ce0e0c0de74c3b1573780627a5064c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/69163fb9e00b9255fb21e75dacc563b40e2ee2855ab516ff1357bef30501301b/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144571420
"1008/23 Osullivan Road, Glen Waverley, Vic 3150","$1,188,000-$1,230,000",3 bedrooms,2 bathrooms,,2 parking spaces,"Welcome to ""Sky Gardens,"" where luxury living harmoniously blends with enchanting mountain vistas and the beauty of sunrise. This three-bedroom apartment transcends mere residence; it's an everyday experience that will leave you in awe.,Imagine waking up to stunning panoramic mountain views stretching as far as the eye can see, accompanied by the gentle glow of the sunrise. ""Sky Gardens"" bestows upon you the privilege of embracing the serene beauty of the mountain landscape from the comfort of your own home.,Prime Location:,Nestled in the heart of Glen Waverley, ""Sky Gardens"" offers seamless access to premium retail and entertainment options, solidifying its status as a coveted landmark address. Conveniently within walking distance to train and bus stops, enhancing your mobility.,Educational Excellence:,""Sky Gardens"" resides within the highly sought-after Glen Waverley Secondary School Zone (STSA) and Glen Waverley Primary School Zone, ensuring your family enjoys access to top-tier education.,Modern Living with World-Class Amenities:,Beyond its educational advantages, ""Sky Gardens"" boasts a wealth of amenities, including a sprawling 4,000sqm garden area, an indoor swimming pool, a fully-equipped gym, meticulously landscaped communal spaces, and more. Here, luxury seamlessly melds with grandeur, crafting an extraordinary living experience.,Your Winter Garden Awaits:,This opulent three-bedroom apartment showcases a ""winter garden,"" allowing you to enjoy the mountain views in all seasons. Use it as an indoor-outdoor retreat, seamlessly blending the beauty of nature with the comfort of indoor living.,Your Dream Home Awaits:,This opulent three-bedroom apartment showcases:,• Premium Fixtures and Fittings,• Sumptuous Timber Flooring,• High-End Miele Appliances,• Expansive Living Areas,• Luxurious Master Bedroom with Ensuite,• Sun-Drenched Interiors with Abundant Natural Light,• Energy-Efficient Double-Glazed Windows,• Secure Dedicated Car Space,• Thoughtful and Convenient Storage Solutions,• Split System Unit for Personalized Comfort,• Convenient European Laundry Facilities,""Sky Gardens"" is more than just a home; it's a lifestyle where every detail has been meticulously crafted to offer you the best in contemporary living.,Contact Ivan U, the Sky Garden specialist, for a private inspection to embark on this unparalleled living experience!","[('Ivan U', '04323593...')]",,144276212,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/9e92897d5f83793bbffdf3c332c664a37a5eabf5d0423c0ca04c8be00914d592/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/9e92897d5f83793bbffdf3c332c664a37a5eabf5d0423c0ca04c8be00914d592/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/5a95f4d5ee1fc2cabd56684a7725deb5a6d9b065c9b623ab3464cf8a7d9dd2db/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/19f0b16a00bb2b5926ead9581976b81228f16ac5b8959bdc81062958f06741cf/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/9f39784c17760719a4310e3446a64bcf57616990ac1ad66e81f9d0c6164e144a/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-144276212
"5 Hammence Street, Glen Waverley, Vic 3150","$3,200,000 - $3,400,000",6 bedrooms,6 bathrooms,718 m² land size,2 parking spaces,"Overflowing with luxury and lavished with premium style and space, this Carter Grange masterpiece sits in a class of its own and captures breathtaking mountain views in the Glen Waverley Secondary & Glen Waverley Primary zones and nestled on a large 718 m2 allotment. ,Indulging at every turn, the home's grandeur begins with a landscaped front garden and double entry bespoke steel doors that open to reveal a sumptuous foyer detailed with parquetry flooring.,Resting beneath three meter high ceilings, the kitchen, dining and family room flaunts first-class finishes and showcases a gas log fire, marble benches/splashbacks and Ilve appliances (2 x gas stoves, double ovens and dishwasher) all centered around an island breakfast bench.,The butler's pantry has been fitted as a fully functioning 2nd kitchen complete with a Fotile rangehood, while the open plan domain spills out onto an alfresco zone with outdoor meal preparation space overlooking the landscaped backyard boasting mature plants.,Adding to the indulgence, the home features a theatre room with projector and screen plus an upstairs living room that's accompanied by a balcony where you can relish those views.,Flaunting luxury, the six bedrooms all feature walk-in-robes and ensuites, with the master bedroom boasting a study/retreat, fitted walk-in-robe, balcony and designer ensuite boasting twin vanities, a freestanding tub, rainfall shower and floor-to-ceiling tiles.,Quality additions include a luxe powder room, laundry, zoned ducted heating/air conditioning, double glazing, high ceilings, video intercom, CCTV, alarm plus an oversized double garage with internal access and remote-control gated driveway.,Capped off by its prized placement, walking distance to Glen Waverley Primary, Glen Waverley Secondary, Wesley College, The Glen shopping centre, Glen Waverley station and the Kingsway restaurant hub. ","Emma Ren,04268916...","Andrew Dimashki,04014577...",144685796,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/623f68d90cf8908ac12337961610f553e46ce7e327aa08e9993ff729a5706a3c/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c3689cd7c5e214b16b4bbb4f6abe73b3da2a9ea23226763b2d71e0245f856a46/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c3689cd7c5e214b16b4bbb4f6abe73b3da2a9ea23226763b2d71e0245f856a46/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/af6d7b230a4fa0faf4ee03ee57ef874ba0597016146e506666dceff664ddea60/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2120eccf71b48a8716f7dbd50952f03cdda4b6e5414490eb435610854dc09011/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-144685796
