URL,Full Address,Type,Images,Beds,Baths,Sq Ft,Price,Latitude,Longitude,City,Street,State,Zip Code,Year Built,Style,Lot,Agent Name,Agent Phone,Agent Email,Broker Name,MLS,Tax,Sold Date
https://www.zillow.com/homedetails/14-Montgomery-St-LOT-20-19-Belmont-MS-38827/126414323_zpid/,14 Montgomery St LOT 20-19 Belmont MS 38827,SINGLE_FAMILY,"['https://maps.googleapis.com/maps/api/streetview?location=14+Montgomery+St%2C+Belmont%2C+MS+38827&size=192x144&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=njK9et0ytHNKtgb5MK7d-SwexBE=', 'https://maps.googleapis.com/maps/api/streetview?location=14+Montgomery+St%2C+Belmont%2C+MS+38827&size=384x288&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=vHm2f-IUxUpYVS0rQYIUhekRmDY=', 'https://maps.googleapis.com/maps/api/streetview?location=14+Montgomery+St%2C+Belmont%2C+MS+38827&size=576x432&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=8yuP7ZSmauOaGToBIDJecvZCaLQ=', 'https://maps.googleapis.com/maps/api/streetview?location=14+Montgomery+St%2C+Belmont%2C+MS+38827&size=768x576&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=ybyAy3zApk2SepbOokDNi8D_zKE=', 'https://maps.googleapis.com/maps/api/streetview?location=14+Montgomery+St%2C+Belmont%2C+MS+38827&size=960x720&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=LFnZD-rm84OsONN1l7rhMoG-msA=', 'https://maps.googleapis.com/maps/api/streetview?location=14+Montgomery+St%2C+Belmont%2C+MS+38827&size=1152x864&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=ioo06CtJS1y_oCSHAWCWDmfLeJ4=', 'https://maps.googleapis.com/maps/api/streetview?location=14+Montgomery+St%2C+Belmont%2C+MS+38827&size=1344x1008&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=EgCzNXllKRrb9aBfRtLIlbViLTg=', 'https://maps.googleapis.com/maps/api/streetview?location=14+Montgomery+St%2C+Belmont%2C+MS+38827&size=1536x1152&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=M5rm138izWYbHVSkwdJ_HmlTIfQ=']",,0.5,2244,0,34.50999,-88.22232,Belmont,14 Montgomery St LOT 20-19,MS,38827,2013,Single Family,0.30 Acres,,,,,,928.1,['2023-10-13']
https://www.zillow.com/homedetails/13-N-Main-St-Winger-MN-56592/126376145_zpid/,13 N Main St Winger MN 56592,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/7deb440383c3586516028c0d2914bdbe-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/7deb440383c3586516028c0d2914bdbe-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/7deb440383c3586516028c0d2914bdbe-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/7deb440383c3586516028c0d2914bdbe-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/7deb440383c3586516028c0d2914bdbe-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/7deb440383c3586516028c0d2914bdbe-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/7deb440383c3586516028c0d2914bdbe-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/7deb440383c3586516028c0d2914bdbe-cc_ft_1536.jpg']",3,2,1213,72500,47.53674,-95.98871,Winger,13 N Main St,MN,56592,1920,Single Family,"9,583 sqft",Ross Roragen,2187916753,,Juve Real Estate,6318656,922,"['2023-02-24', '2023-01-16', '2022-12-22', '1998-02-05']"
https://www.zillow.com/homedetails/40146-173rd-Ave-SE-Erskine-MN-56535/2069952710_zpid/,40146 173rd Ave SE Erskine MN 56535,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/80c283b62fa0de53627fba75b2120ab5-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/80c283b62fa0de53627fba75b2120ab5-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/80c283b62fa0de53627fba75b2120ab5-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/80c283b62fa0de53627fba75b2120ab5-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/80c283b62fa0de53627fba75b2120ab5-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/80c283b62fa0de53627fba75b2120ab5-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/80c283b62fa0de53627fba75b2120ab5-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/80c283b62fa0de53627fba75b2120ab5-cc_ft_1536.jpg']",2,1,1264,600000,47.583755,-96.093956,Erskine,40146 173rd Ave SE,MN,56535,,Single Family,1.02 Acres,,,,,,,"['2021-09-17', '2021-09-03', '2021-06-25']"
https://www.zillow.com/homedetails/210-E-Dakota-Ave-Winger-MN-56592/106810259_zpid/,210 E Dakota Ave Winger MN 56592,MANUFACTURED,"['https://photos.zillowstatic.com/fp/6532f351f6be06eb425d9fac3bda89fb-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/6532f351f6be06eb425d9fac3bda89fb-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/6532f351f6be06eb425d9fac3bda89fb-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/6532f351f6be06eb425d9fac3bda89fb-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/6532f351f6be06eb425d9fac3bda89fb-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/6532f351f6be06eb425d9fac3bda89fb-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/6532f351f6be06eb425d9fac3bda89fb-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/6532f351f6be06eb425d9fac3bda89fb-cc_ft_1536.jpg']",3,2,1148,38000,47.53562,-95.98412,Winger,210 E Dakota Ave,MN,56592,2000,Manufactured,,Mandy Faldet,2183683015,,218 Real Estate,6222901,280,"['2022-08-16', '2022-07-13', '2022-06-20', '2007-07-23']"
https://www.zillow.com/homedetails/16-W-Dakota-Ave-Winger-MN-56592/106810303_zpid/,16 W Dakota Ave Winger MN 56592,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/3fe7789ed992b28177c4c7eac5732de5-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/3fe7789ed992b28177c4c7eac5732de5-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/3fe7789ed992b28177c4c7eac5732de5-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/3fe7789ed992b28177c4c7eac5732de5-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/3fe7789ed992b28177c4c7eac5732de5-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/3fe7789ed992b28177c4c7eac5732de5-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/3fe7789ed992b28177c4c7eac5732de5-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/3fe7789ed992b28177c4c7eac5732de5-cc_ft_1536.jpg']",3,2,2285,125000,47.535114,-95.98952,Winger,16 W Dakota Ave,MN,56592,1915,Single Family,"5,227 sqft",Ross Roragen,2187916753,,Juve Real Estate,6222528,1102,"['2022-10-14', '2022-08-14', '2022-07-28', '2022-06-18', '2002-03-19']"
https://www.zillow.com/homedetails/40146-173rd-Ave-SE-Erskine-MN-56535/106800050_zpid/,40146 173rd Ave SE Erskine MN 56535,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/057a88a4c17995e371837d57e607b312-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/057a88a4c17995e371837d57e607b312-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/057a88a4c17995e371837d57e607b312-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/057a88a4c17995e371837d57e607b312-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/057a88a4c17995e371837d57e607b312-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/057a88a4c17995e371837d57e607b312-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/057a88a4c17995e371837d57e607b312-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/057a88a4c17995e371837d57e607b312-cc_ft_1536.jpg']",2,1,1108,0,47.582787,-96.095634,Erskine,40146 173rd Ave SE,MN,56535,1888,Single Family,1.17 Acres,Blake Christianson,2182893029,,Greenberg Realty,23-41,131,"['2023-03-30', '2023-03-02', '2023-03-01', '2023-03-01', '2023-02-03', '2023-01-12', '2021-09-17']"
https://www.zillow.com/homedetails/175th-Ave-SE-Winger-MN-56592/2059598718_zpid/,175th Ave SE Winger MN 56592,LOT,"['https://photos.zillowstatic.com/fp/0663acfd61bfe3851d1f71467afaaf55-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/0663acfd61bfe3851d1f71467afaaf55-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/0663acfd61bfe3851d1f71467afaaf55-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/0663acfd61bfe3851d1f71467afaaf55-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/0663acfd61bfe3851d1f71467afaaf55-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/0663acfd61bfe3851d1f71467afaaf55-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/0663acfd61bfe3851d1f71467afaaf55-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/0663acfd61bfe3851d1f71467afaaf55-cc_ft_1536.jpg']",,,,162500,47.572838,-96.1011,Winger,175th Ave SE,MN,56592,,Lot,,Jordan Yira,3203338867,,Woods to Water Real Estate,6326877,,"['2023-08-24', '2023-07-15', '2023-05-13', '2023-02-09']"
https://www.zillow.com/homedetails/18155-Anderson-Trl-SE-Erskine-MN-56535/338951352_zpid/,18155 Anderson Trl SE Erskine MN 56535,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/75c7fae0586d09572e9fba7655d252e4-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/75c7fae0586d09572e9fba7655d252e4-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/75c7fae0586d09572e9fba7655d252e4-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/75c7fae0586d09572e9fba7655d252e4-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/75c7fae0586d09572e9fba7655d252e4-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/75c7fae0586d09572e9fba7655d252e4-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/75c7fae0586d09572e9fba7655d252e4-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/75c7fae0586d09572e9fba7655d252e4-cc_ft_1536.jpg']",3,2,1306,0,47.58609,-96.08508,Erskine,18155 Anderson Trl SE,MN,56535,2016,Single Family,0.72 Acres,Chelsie Kuhn,7017393560,,RE/MAX Grand,22-598,3151,"['2022-10-19', '2022-09-07', '2022-09-07', '2022-08-31', '2022-08-24', '2022-05-25', '2022-04-28']"
https://www.zillow.com/homedetails/18203-Anderson-Rd-SE-Erskine-MN-56535/226402297_zpid/,18203 Anderson Rd SE Erskine MN 56535,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/a522352eaf79b905ec000135359d429b-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/a522352eaf79b905ec000135359d429b-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/a522352eaf79b905ec000135359d429b-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/a522352eaf79b905ec000135359d429b-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/a522352eaf79b905ec000135359d429b-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/a522352eaf79b905ec000135359d429b-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/a522352eaf79b905ec000135359d429b-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/a522352eaf79b905ec000135359d429b-cc_ft_1536.jpg']",1,1,480,146000,47.58387,-96.083855,Erskine,18203 Anderson Rd SE,MN,56535,2010,Single Family,1.03 Acres,Michael Everhart,2187669670,,"Realty Experts, LLC",6431721,416,"['2024-01-04', '2023-12-28', '2023-09-29', '2023-09-20', '2023-09-12', '2021-07-24', '2021-06-06', '2020-12-08']"
https://www.zillow.com/homedetails/381-County-Road-32-Dennis-MS-38838/112040932_zpid/,381 County Road 32 Dennis MS 38838,SINGLE_FAMILY,"['https://maps.googleapis.com/maps/api/streetview?location=381+County+Road+32%2C+Dennis%2C+MS+38838&size=192x144&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=MIwuF1OHh1prMpu_-_mPzKKrUSA=', 'https://maps.googleapis.com/maps/api/streetview?location=381+County+Road+32%2C+Dennis%2C+MS+38838&size=384x288&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=QJo8d9ffCwaS0N4s3ieBXbOIih0=', 'https://maps.googleapis.com/maps/api/streetview?location=381+County+Road+32%2C+Dennis%2C+MS+38838&size=576x432&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=0iBsEdjZyWbGd-ta-gDH4S-D9Hg=', 'https://maps.googleapis.com/maps/api/streetview?location=381+County+Road+32%2C+Dennis%2C+MS+38838&size=768x576&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=SZE-nGyMmIeqURmwA3lG6aj2n4E=', 'https://maps.googleapis.com/maps/api/streetview?location=381+County+Road+32%2C+Dennis%2C+MS+38838&size=960x720&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=6JUBxE_Ooft6QT-Po3saW5zkygM=', 'https://maps.googleapis.com/maps/api/streetview?location=381+County+Road+32%2C+Dennis%2C+MS+38838&size=1152x864&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=0newf7-w2-ESAHXTmjy5vs__dlY=', 'https://maps.googleapis.com/maps/api/streetview?location=381+County+Road+32%2C+Dennis%2C+MS+38838&size=1344x1008&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=laD9VWqRNmt2-rxJ6FS6BqRTZZs=', 'https://maps.googleapis.com/maps/api/streetview?location=381+County+Road+32%2C+Dennis%2C+MS+38838&size=1536x1152&key=AIzaSyARFMLB1na-BBWf7_R3-5YOQQaHqEJf6RQ&source=outdoor&&signature=qChn2N7a2VFKBN2k84lIloztEuE=']",,1,1143,0,34.559643,-88.22814,Dennis,381 County Road 32,MS,38838,1970,Single Family,0.70 Acres,,,,,,546.11,"['2023-12-29', '2023-11-01']"
https://www.zillow.com/homedetails/39-County-Winger-MN-56592/343565186_zpid/,39 County Winger MN 56592,LOT,"['https://photos.zillowstatic.com/fp/26e004591f005298032ed9948676e7aa-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/26e004591f005298032ed9948676e7aa-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/26e004591f005298032ed9948676e7aa-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/26e004591f005298032ed9948676e7aa-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/26e004591f005298032ed9948676e7aa-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/26e004591f005298032ed9948676e7aa-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/26e004591f005298032ed9948676e7aa-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/26e004591f005298032ed9948676e7aa-cc_ft_1536.jpg']",,,,165000,47.56059,-96.086365,Winger,39 County,MN,56592,,Lot,,Josh Miller,2188508627,,Whitetail Properties Real Estate,6495998,,"['2024-03-29', '2024-03-06', '2024-03-04']"
https://www.zillow.com/homedetails/66760-State-Road-331-Hwy-Wyatt-IN-46595/2055750624_zpid/,66760 State Road 331 Hwy Wyatt IN 46595,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_1536.jpg']",3,1,960,193000,41.52606,-86.16816,Wyatt,66760 State Road 331 Hwy,IN,46595,1914,Single Family,"6,969 sqft",Stephen C Smith,5742105800,,Irish Realty,202309370,,"['2023-05-12', '2023-04-10', '2023-03-30']"
https://www.zillow.com/homedetails/8-County-Road-58-Dennis-MS-38838/2057192676_zpid/,8 County Road 58 Dennis MS 38838,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/e9a39229b3f08d6ddf419f8cb92b05fd-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/e9a39229b3f08d6ddf419f8cb92b05fd-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/e9a39229b3f08d6ddf419f8cb92b05fd-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/e9a39229b3f08d6ddf419f8cb92b05fd-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/e9a39229b3f08d6ddf419f8cb92b05fd-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/e9a39229b3f08d6ddf419f8cb92b05fd-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/e9a39229b3f08d6ddf419f8cb92b05fd-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/e9a39229b3f08d6ddf419f8cb92b05fd-cc_ft_1536.jpg']",3,1,,0,34.593998,-88.22439,Dennis,8 County Road 58,MS,38838,1980,Single Family,,Derrick Tapp,6624243456,,"Tapp Realty, LLC",10162721,,"['2024-05-01', '2024-04-01', '2024-02-17', '2023-12-15', '2023-12-10', '2023-10-23', '2023-07-10', '2023-06-09']"
https://www.zillow.com/homedetails/66760-State-Road-331-S-Wyatt-IN-46595/94554064_zpid/,66760 State Road 331 S Wyatt IN 46595,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/40604902bc0bd8d8c841b72a322a1038-cc_ft_1536.jpg']",3,1,960,193000,41.525097,-86.167366,Wyatt,66760 State Road 331 S,IN,46595,1914,Single Family,"6,969 sqft",Stephen C Smith,5742105800,,Irish Realty,202309370,328.88,['2023-05-12']
https://www.zillow.com/homedetails/154-Cemetery-Rd-Combs-KY-41729/2064129565_zpid/,154 Cemetery Rd Combs KY 41729,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/23af8377980356b6b638378592194025-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/23af8377980356b6b638378592194025-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/23af8377980356b6b638378592194025-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/23af8377980356b6b638378592194025-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/23af8377980356b6b638378592194025-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/23af8377980356b6b638378592194025-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/23af8377980356b6b638378592194025-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/23af8377980356b6b638378592194025-cc_ft_1536.jpg']",3,3,2350,245000,37.26738,-83.20984,Combs,154 Cemetery Rd,KY,41729,1992,Single Family,1.01 Acres,,,,,,,"['2023-03-27', '2022-11-16', '2022-06-29']"
https://www.zillow.com/homedetails/445-Combs-Rd-Hazard-KY-41701/2077586562_zpid/,445 Combs Rd Hazard KY 41701,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/4f704a3d4d419fefc2affc03dcc27c5f-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/4f704a3d4d419fefc2affc03dcc27c5f-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/4f704a3d4d419fefc2affc03dcc27c5f-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/4f704a3d4d419fefc2affc03dcc27c5f-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/4f704a3d4d419fefc2affc03dcc27c5f-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/4f704a3d4d419fefc2affc03dcc27c5f-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/4f704a3d4d419fefc2affc03dcc27c5f-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/4f704a3d4d419fefc2affc03dcc27c5f-cc_ft_1536.jpg']",3,1,1124,79500,37.272327,-83.207985,Hazard,445 Combs Rd,KY,41701,,Single Family,"6,534 sqft",,,,,,,"['2021-07-01', '2021-05-21', '2021-04-12', '2021-03-25', '2020-10-06']"
https://www.zillow.com/homedetails/9344-Blue-Ridge-Hwy-Blairsville-GA-30512/105422938_zpid/,9344 Blue Ridge Hwy Blairsville GA 30512,MANUFACTURED,"['https://photos.zillowstatic.com/fp/1e2b335e2ba7bc991824c2541ebe681e-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/1e2b335e2ba7bc991824c2541ebe681e-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/1e2b335e2ba7bc991824c2541ebe681e-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/1e2b335e2ba7bc991824c2541ebe681e-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/1e2b335e2ba7bc991824c2541ebe681e-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/1e2b335e2ba7bc991824c2541ebe681e-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/1e2b335e2ba7bc991824c2541ebe681e-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/1e2b335e2ba7bc991824c2541ebe681e-cc_ft_1536.jpg']",2,2,,190000,34.861073,-83.97473,Blairsville,9344 Blue Ridge Hwy,GA,30512,2002,Manufactured,,Jessica Ross,7068979113,,"eXp Realty, LLC",401731,368.35,"['2024-03-21', '2024-02-28', '2024-02-26']"
https://www.zillow.com/homedetails/55-Bailey-Dr-Hazard-KY-41701/2064226035_zpid/,55 Bailey Dr Hazard KY 41701,MANUFACTURED,"['https://photos.zillowstatic.com/fp/962cbe06636793cceec2183d163a7348-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/962cbe06636793cceec2183d163a7348-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/962cbe06636793cceec2183d163a7348-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/962cbe06636793cceec2183d163a7348-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/962cbe06636793cceec2183d163a7348-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/962cbe06636793cceec2183d163a7348-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/962cbe06636793cceec2183d163a7348-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/962cbe06636793cceec2183d163a7348-cc_ft_1536.jpg']",3,2,1950,91000,37.265694,-83.20898,Hazard,55 Bailey Dr,KY,41701,1999,Manufactured,,Rebekah Bowling,6062163247,,Reliance One Realty,22006939,,['2022-08-29']
https://www.zillow.com/homedetails/182-Cemetery-Rd-Combs-KY-41729/306826454_zpid/,182 Cemetery Rd Combs KY 41729,SINGLE_FAMILY,"['https://photos.zillowstatic.com/fp/3fb2be0fb6673f0975f110125077fadb-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/3fb2be0fb6673f0975f110125077fadb-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/3fb2be0fb6673f0975f110125077fadb-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/3fb2be0fb6673f0975f110125077fadb-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/3fb2be0fb6673f0975f110125077fadb-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/3fb2be0fb6673f0975f110125077fadb-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/3fb2be0fb6673f0975f110125077fadb-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/3fb2be0fb6673f0975f110125077fadb-cc_ft_1536.jpg']",4,4,2533,305000,37.265114,-83.21127,Combs,182 Cemetery Rd,KY,41729,,Single Family,,,,,,,98.79,['2021-06-21']
https://www.zillow.com/homedetails/3-Piney-Point-Rd-Blairsville-GA-30512/2054499906_zpid/,3 Piney Point Rd Blairsville GA 30512,LOT,"['https://photos.zillowstatic.com/fp/4d1706d525c48c226c23444d56dd6ee5-cc_ft_192.jpg', 'https://photos.zillowstatic.com/fp/4d1706d525c48c226c23444d56dd6ee5-cc_ft_384.jpg', 'https://photos.zillowstatic.com/fp/4d1706d525c48c226c23444d56dd6ee5-cc_ft_576.jpg', 'https://photos.zillowstatic.com/fp/4d1706d525c48c226c23444d56dd6ee5-cc_ft_768.jpg', 'https://photos.zillowstatic.com/fp/4d1706d525c48c226c23444d56dd6ee5-cc_ft_960.jpg', 'https://photos.zillowstatic.com/fp/4d1706d525c48c226c23444d56dd6ee5-cc_ft_1152.jpg', 'https://photos.zillowstatic.com/fp/4d1706d525c48c226c23444d56dd6ee5-cc_ft_1344.jpg', 'https://photos.zillowstatic.com/fp/4d1706d525c48c226c23444d56dd6ee5-cc_ft_1536.jpg']",,,,30000,34.889328,-83.995766,Blairsville,3 Piney Point Rd,GA,30512,,Lot,,Aaron Stanley,7069944100,,REMAX Town & Country - Blairsville,329743,,"['2024-03-29', '2023-11-05']"
